start	end	text	trial
26000	28000	Okay.
28000	36000	This one seems, it's kind of like a horse or something with someone riding it moving left.
36000	38000	Okay.
38000	40000	With a triangle tail and head.
40000	42000	This one? Oh yeah.
42000	44000	Yeah.
44000	52000	Okay.
52000	54000	Okay.
TRIAL2	66000	This is like someone kneeling facing right with like two triangle arms that are kind of like, wings are like outstretched with like triangle sleeves.
66000	70000	Okay.
70000	74000	Kind of like kneeling with like a triangle like feet to the left.
74000	80000	Does it have like a really small triangle feet to the right as well that's detached from the rest of the body?
80000	82000	Um, no.
82000	84000	Oh, is it? Okay.
84000	88000	It's like, it's like, imagine like triangle outstretched arms kneeling.
88000	90000	Oh, sorry.
90000	92000	Sorry.
92000	100000	Okay.
100000	112000	This one looks almost like, like an ostrich or something facing right with two triangle legs, one of which is really detached looking.
112000	122000	Yeah.
122000	132000	Okay, this one, like, like you were saying, like looks like, like a bowl or a flower with two petals, like, or like a crab or something.
132000	146000	Okay.
146000	170000	Okay, this looks something like almost like a, it has like a triangle head and then kind of like a, like a body with no legs like that, like, um, I don't know, like, like a legless horse maybe except for one on the right.
170000	198000	Okay, this looks like someone walking towards the left with like a like foot kind of like pointed on that left side and like arms stretching to the left side as well.
198000	200000	Does it look like it has a diamond head, right?
200000	202000	Yeah, diamond head.
202000	205000	And its legs are like sort of symmetric except it like.
205000	219000	Yeah, except there's a foot on the left.
219000	241000	Okay, this one looks very similar except it's like there's a back foot really like extended on the right side kind of like ice skating or something, but otherwise very, yeah.
241000	261000	This one is the one I said looked like a ladle before.
261000	278000	Okay, this is the one you said looked like a robot.
278000	294000	Okay, house with a tall chimney on the right.
294000	311000	This is like someone almost dancing with a somewhere between square and diamond head with like a triangle really separated foot on the right side.
311000	325000	The kind of like a long like fat leg except, yeah.
325000	351000	I think this is the one that you press instead of the one with like the wing like arms kind of with someone like bending their legs holding a bowl to the right.
351000	371000	This is the one that looks like the three petal flower.
371000	390000	This one is probably the most like abstract one with two really like distance like triangles on the head and kind of like a tilted square midway through on a triangle.
390000	416000	It's like and it's like kind of like a half arrow pointed up like going up and down and then two like random triangles on top.
416000	420000	This one looks like a horse going left.
420000	435000	No one on it.
435000	449000	This one is like triangle head like someone like kind of throwing their arms up like what can you do almost.
449000	459000	Or sorry like a diamond head throwing arms up.
459000	465000	With like a tilted rectangle body.
465000	472000	It's just the diamond arms and body nothing else.
472000	489000	Yeah with the arms kind of like being like thrown up or like yeah.
489000	507000	This is like the house with an arrow on the left.
507000	535000	Okay it's like what you were saying earlier with something with like two heads and like legs kicking to the left.
535000	554000	Yeah.
554000	564000	Okay.
