start	end	text
30000	41240	Do I start? Okay, uh, this looks like a dog, and, um, it has a tail, and it's facing to
41240	50200	our left, and, um, all I can really say about it, it has, like, a little jut out in its
50200	57200	left leg, from our perspective, and the right leg is just a triangle, if that makes sense.
57200	61200	Okay, um, I think it does. I think I know which one you're talking about.
61200	62200	Okay, great.
67200	68200	Yeah.
72200	79200	Okay, uh, um, this one looks like a person lying down, but kind of also in a sitting
79200	89200	up position, and they're, um, kind of like they're lying against a wall, and they have
89200	95200	like one foot, or I guess both feet, but they're like parallel, so we can only see one, if
95200	96200	that makes sense.
96200	97200	I know which one you're talking about.
97200	98200	Okay, great.
98200	99200	Like a square head, right?
99200	100200	Yeah, yeah, yeah.
100200	101200	Okay, yeah.
110200	115200	This one really just looks like a mess of shapes to me.
115200	125200	Um, it looks a bit like a short and wide dancer, dancing, um, the famous square head.
125200	131200	The square is fairly, like, parallel to the ground, if that makes sense, like it's not,
131200	133200	Hey, disregard that part.
133200	144200	But, um, their left hand, from our perspective, is a bit bigger than their right hand, um.
144200	147200	I think I know which one you're talking about.
147200	148200	Okay, great.
148200	149200	I think.
149200	152200	Wow, that's impressive, nice.
152200	154200	Yes, okay.
154200	155200	Great.
155200	165200	Um, this is also a dancer, but it's the one where they're standing on one leg, straight
165200	170200	up, and they have both arms kind of extended to the left.
170200	172200	I know which one, yeah.
172200	173200	Yeah.
173200	174200	Yeah, okay.
185200	189200	Okay, this is also kind of a mess of shapes.
189200	193200	Yeah, this one does not look like a person to me, like, at all.
193200	198200	Um, there's, I might just, like, give some geometric descriptions.
198200	203200	So, like, in the center, but closer to the top a little bit, but mostly in the center,
203200	209200	there's the square, and the square is, like, in the diamond shape, almost entirely.
209200	216200	And then below the square, there's a triangle that connects to the right corner of the
216200	222200	square, pretty much only, and then that triangle, like, extends downward into, like, the main
222200	226200	body of the shape, if that makes sense.
226200	233200	Um, and also on the right of this shape, there's a smaller triangle that's coming off of the
233200	238200	main body of the shape that's, like, barely touching the rest of the shape, just by the
238200	239200	curve.
239200	242200	I think I know which one you're talking about.
242200	243200	Okay.
243200	244200	Uh, down, sorry.
244200	245200	Wait, oh.
245200	246200	I, okay.
246200	247200	It was hard.
247200	248200	I clicked on the wrong one.
248200	249200	That was my bad.
249200	250200	I knew which one it was, though.
250200	251200	Okay, wow.
251200	252200	Damn.
252200	253200	Okay.
253200	262200	This one, uh, kind of looks like a person sitting down and kneeling, or, yeah, probably
262200	266200	kneeling and, like, praying or asking for alms or something.
266200	274200	And they have the diamond-shaped head, and also there's, like, what looks like a parallelogram
274200	280200	coming out of their back from the left, and then on the right is a random triangle that
280200	282200	doesn't really fit in.
282200	287200	But yeah, you have the person begging, and the parallelogram on the left and the triangle
287200	288200	on the right.
290200	291200	Got it.
291200	292200	Nice.
297200	303200	This one looks not like a person at all.
303200	305200	There's actually no square at all.
305200	310200	Um, it's hard to describe.
310200	315200	Can you picture, like, a diamond shape?
315200	316200	You know what I mean?
316200	321200	Like, if you see, like, one of those clipart pictures of a diamond that's, like, very cut
321200	324200	and, like, straight, if that makes sense?
324200	325200	Yeah.
325200	330200	You can also picture taking out a triangle from the bottom part of that diamond, and
330200	334200	also a trapezoid from the top part of the diamond.
334200	340200	So there's, like, a white trapezoid that's, like, in the negative space, and yeah, that's
340200	341200	what it looks like.
341200	343200	Is it the angry crab-looking one?
343200	344200	Yes, it does.
344200	345200	Okay.
345200	346200	Nice.
346200	347200	Got it.
356200	364200	This looks like a bird of some sort, like a goose or flamingo, and it's, like, wider
364200	368200	than it is tall, if that makes sense, and the bird is facing to the right.
368200	374200	It's got, like, a pretty long neck, and one of its feet is going out to the left a little
374200	375200	bit.
375200	376200	Got it.
376200	377200	I think.
377200	378200	Yeah, nice.
378200	379200	Yeah.
386200	392200	This one looks kind of like the Loch Ness Monster, if that makes sense.
392200	396200	Like, you've seen those, like, pictures of it, it's really blurry, and its, like, neck
396200	401200	is coming out of the water, and its neck is quite long, and it has, like, a square-ish
401200	405200	with a bit rectangular body, and it's facing to the left.
405200	406200	Yeah.
406200	407200	Got it.
407200	408200	Got it.
415200	422200	Um, this one could be interpreted as a person begging, but the body is way too, like, blocky
422200	424200	to be that, in my opinion.
424200	430200	So, to me, it looks like there's a cliff, actually, and then there's, like, a diamond
430200	433200	on top of the cliff, just chilling there.
435200	436200	If that makes sense.
436200	437200	I think so.
437200	439200	Great, yeah.
445200	456200	This one looks like a dog, like, quite stereotypical dog, and the main body part is, like, a complete
456200	458200	rectangle, and there's, yeah.
458200	459200	Got it.
459200	474200	This one is, like, a person that's, like, doing judo or karate or something, and, um,
474200	479200	they've kind of got their arms up, and, like, that's just, like, an interpretation, not,
479200	485200	it's not, like, what I see, if that makes sense, and their right leg, from our perspective,
485200	490200	is kind of, like, coming towards you, if you could use your imagination, their left
490200	498200	leg is back, and the diamond-shaped head is a little bit to the left of the entire picture,
498200	500200	and to the right.
500200	501200	Yeah, nice.
501200	502200	Got it.
502200	519200	Uh, this looks like maybe a scuba diver, so, like, definitely longer than it is wide,
519200	524200	and you see, like, the person, and there's two, like, triangles at the bottom that are,
524200	529200	like, the flippers, and then an arm coming out to the right, and then they have, like,
529200	531200	a backpack, yeah.
531200	545200	This one definitely looks like someone asking for food, or, like, having their hands out,
545200	550200	asking for something, and so it's, like, they're wearing a robe almost, and they have a diamond-shaped
550200	555200	head in the center, and their hands are coming out to the left, and their hands are, like,
555200	557200	robed, so they're, like, yeah.
557200	558200	Nice.
558200	564200	I thought priest for that one.
564200	565200	Oh, okay.
565200	567200	It kind of looks like a priest.
567200	568200	Yeah.
568200	573200	This one kind of looks like an animal that is in the water and swimming, but it's kind
573200	578200	of not, but to me it looks like an animal, and so it's kind of divided into two, where,
578200	582200	like, the left part is a little bit up, the right part is a little bit down, and there's,
582200	587200	like, a small connecting bit in the center, and then the head is in the left, and then
587200	588200	the feet are on the right.
588200	589200	Got it.
589200	590200	Got it.
590200	601200	Does it really look like a person?
601200	607200	To me it looks like a mountain range, where there's, like, a bigger mountain and then
607200	613200	a smaller mountain to the right, and then on that mountain there is a square that looks
613200	618200	like mostly a diamond, but not quite, and then from that square there's two triangles
618200	623200	coming out of the top of it.
623200	626200	I can keep going.
626200	627200	Yeah.
627200	631200	If you wanted to interpret it as a person, it would be, like, a person lying against
631200	637200	a wall completely, and then they're, like, they have their knees up, which is, like,
637200	639200	the second note that I was talking about before.
639200	642200	Oh, I pressed on the wrong one.
642200	643200	It's okay, no worries.
643200	645200	I know which one you were talking about, though.
645200	648200	Yeah, yeah, yeah.
648200	655200	Okay, this one looks like someone dancing or maybe getting ready to fight you.
655200	661200	They have their, like, main body part is just a rectangle, mostly, and then they have their
661200	666200	left leg coming out, and then their, like, foot is up a little bit, and the right leg,
667200	672200	their leg is just completely down, so there's no foot, and then they have their, yeah.
672200	673200	Got it.
673200	682200	Yeah, great.
682200	687200	This one is a person begging or asking for food or something.
687200	694200	This looks more like a woman for some reason, and their arms are to the right, and then
694200	699200	their feet or maybe their dress is coming up from the left.
699200	704200	Got it.
704200	713200	Ooh, I don't know.
713200	721200	This one looks like a person floating to me, and almost like a ghost would float, but,
721200	727200	like, if the ghost was moving around so that their body was kind of trailing.
727200	730200	I know that is, like, a terrible description, I'm sorry.
