start	end	text
0	3000	Okay.
3000	8000	Okay.
8000	16000	Okay.
16000	17000	I understand.
17000	37000	Okay.
37000	51000	Okay.
51000	56000	Okay.
56000	61000	Okay.
61000	66000	Okay.
66000	71000	Okay.
71000	76000	Okay.
76000	84000	Okay.
84000	99000	All right.
99000	117000	Okay.
117000	127000	Okay.
127000	142000	Priest with a book and ropes.
142000	155000	Grab it.
155000	157000	This woman's backing.
157000	159000	Arms to the right.
159000	172000	Cross foot to the left.
172000	178000	Not a tree.
178000	189000	Okay.
189000	205000	Man sitting on a wall facing left.
205000	206000	Ballerina.
206000	220000	Arms to the left, foot to the right.
221000	236000	Dog.
236000	250000	Upside down tree.
250000	264000	Diamond on a cliff.
264000	279000	Crack on.
279000	295000	Sad ghost to the right.
295000	297000	Crocodile.
297000	298000	I see it now.
298000	299000	It's really cute, actually.
299000	307000	Yeah.
307000	321000	Telephone.
321000	324000	And we did it.
324000	325000	Three more.
326000	327000	Five, six, seven, eight, nine, 10.
327000	328000	And we are done.
328000	329000	Okay.
329000	330000	This is the end of our video.
330000	331000	If you want to go ahead and watch more of our videos,
331000	332000	you can do so by clicking the little bell icon right there.
332000	333000	And I'll see you in the next video.
333000	334000	Bye.
334000	335000	Bye.
335000	336000	Bye.
336000	337000	Bye.
337000	338000	Bye.
338000	339000	Bye.
339000	340000	Bye.
340000	341000	Bye.
341000	342000	Bye.
342000	343000	Bye.
343000	344000	Bye.
344000	345000	Bye.
345000	346000	Bye.
346000	347000	Bye.
347000	348000	Bye.
348000	349000	Bye.
349000	350000	Bye.
350000	351000	Bye.
351000	352000	Bye.
352000	353000	Bye.
353000	354000	Bye.
