start	end	text
0	2000	Oh
16040	18040	Okay, it's a horse
20480	22480	That's not a horse, but okay
30360	32360	Oh
33280	35440	It's the boat with no diamond
47120	49120	It's a bunny
60560	65600	Oh, it's the Pope with a hard edge
78200	81000	The boat with the diamond
90000	92000	Oh
94560	96560	Thriller guy
108000	112240	It's the Pope with no hard edge
117440	119440	Can you stop
120960	125340	Yeah, you are okay, it's a disappointed guy
136320	138320	God took you a long time
144000	146000	The toilet
150000	152000	Oh
158640	162180	It's the woman with the arms hard to the right
172560	174560	It's a tiger
180000	182000	Oh
187360	189360	It's a handstand
201920	205140	The man pushing pushing to the left
210000	212000	Oh
217600	219600	It's Elvis
231440	233440	It's a house
240000	242000	Oh
246640	248640	It's a tango man
261280	263680	Disappointed guy running the dog
270000	272000	Oh
274480	276480	It's the swan the duck
281280	283280	That's it
283280	285280	Got it
298560	301140	We're going around eight now, okay
305360	307360	I'm trying to say still
