start	end	text
0	22000	Okay, this is the last one that we just did with the triangle at the bottom left and the
22000	27000	rhombus touching the two triangles at the top.
27000	48000	This one is the four-legged animal facing the left with a triangle as a head at the
48000	54000	top left and then a parallelogram as a tail on the right.
54000	55000	Okay.
71000	75000	This is the person reading a book facing to the right.
84000	102000	This is the animal with like someone resting on top where the tail is on the right side
102000	105000	and the head is on the left and there's like a square in the middle.
105000	106000	Okay.
114000	137000	This is the big owl.
137000	143000	This is the like kind of crane figure with the bottom left being a triangle touching
143000	164000	on one edge and the triangles facing the top left.
164000	171000	This is the figure with three triangles on top and they're all pointing upward and the
171000	174000	triangle in the middle is like the wider one.
174000	176000	Okay, yeah.
176000	195000	This is the one, I can't remember how you described it, but it's got like a square tilted
195000	203000	a little bit on top touching on the left and then the bottom left is like a parallelogram
203000	216000	that's kind of cut off and the bottom right is a triangle.
216000	235000	This is the person like praising with the head slightly more towards the left and the
235000	236000	right.
236000	252000	This is the house with the chimney on the right.
252000	257000	This is the one with the upside down trapezoid on the bottom and then the two parallelograms
257000	271000	facing inward on top with the, yeah.
271000	282000	This one has, it's got a rhombus on top more towards the left than the right and then the
282000	288000	left side's like more straight and the right side's got like a triangular kind of dip
288000	294000	and the bottom right is a parallelogram pointed towards the down and right and then the bottom
294000	298000	left is a triangle pointed to the bottom left.
298000	310000	Okay, yeah.
310000	332000	This is the house with the tree on the left.
332000	351000	This is the person like picking up their shoe facing the left with a square on their back.
351000	358000	This is like kind of like origami animal shape with a triangle at the top left pointed up
358000	378000	and then on the bottom right a triangle pointed to the bottom right.
378000	384000	This is the one with the two triangles on top that are touching at one space at the
384000	394000	bottom at the very top and then there's a square like midway in the figure.
394000	407000	Okay, yeah.
407000	411000	This is the person with a backpack walking to the right.
411000	423000	The backpack's like a skinny rectangle.
423000	451000	This is the baggy pants person.
451000	452000	Okay, yeah.
