start	end	text
0	20540	This is the one with the three middle sections and the little triangle on the bottom right
20540	41680	pointing downwards. The one with the flower part pointing upwards and then a parallelogram
41680	59680	on the bottom going down to the person sitting down looking to the left with their knees bent
59680	80780	and toe points upward. I'm standing on one leg with two triangular, large
80780	108440	triangle. A horse rearing up to the right vertically. Water fountain diamond on top.
108440	128100	A rod with triangles embedded. A stick with the triangles embedded on either side.
128100	150760	The person on a rock looking up and to the left with arms to the triangle arm to the left.
150760	176860	I think if you describe it as a person on a rock. The house one with the long top building
176860	194360	next to it. The man with the top hat and the two little triangle feet on the arm to the
194360	210020	right. The dog with the missing front legs looking to the left.
224360	248020	The dog jumping up to the right with the upside down triangle for a tail and a diamond head.
248020	264320	The symmetric one with the two parallelogram arms on either side pointing towards each other.
264320	280220	The person holding a block with a little triangle head that comes off at a point. The person
280220	302340	with outstretched arms just the torso the arms and the head. Ornament with the two squares
302340	319940	embedded into each other. It's like a very simple bird looking to the left of the square
319940	343540	bottom and the long neck. The sea with the bottom part missing. The top is a parallelogram.
343540	367500	The person holding a block with a little triangle head that comes off at a point. The person
367500	380460	holding a block with a little triangle head that comes off at a point. The person holding
380460	381460	a block with a little triangle head that comes off at a point. The person holding a block
381460	382460	with a little triangle head that comes off at a point. The person holding a block
