start	end	text	trial
0	17860	Sounds good.
17860	44860	Person kneeling with a parallelogram cut out.
44860	70860	The Sphinx.
70860	90860	Tophat.
91860	108860	Bonnie on a mountain.
108860	125860	Pistol squat.
126860	139860	Pipe.
139860	155860	Letter I with extra.
156860	169860	House and chimney.
170860	183860	Person holding knees facing left.
183860	199860	The kangaroo.
200860	219860	Person kneeling with two triangle cut outs.
220860	227860	Person with left leg raised with rhombus head on the right.
227860	241860	Call that the monster from now on.
241860	256860	The other bunny ears.
256860	270860	Crab.
271860	288860	Flamingo.
289860	304860	Spread legs.
304860	320860	The fountain.
320860	349860	Person riding a dog.
