start	end	text
0	23720	graduate that's not a toilet the toilet or not not a toilet
30000	37320	the person kneeling with their arms like stretched out
37320	49760	the camel
49760	78760	Let's see, the person walking to the left big strides, yoga,
78760	92760	yoga,
92760	107760	aircraft,
107760	124760	the rabbit,
124760	140760	break dancer,
140760	158760	factory,
158760	174760	a white body,
174760	190760	the house,
190760	204760	the flower,
204760	218760	the crab,
218760	232760	the toilet,
232760	248760	the tank,
248760	264760	sitting down, no arms,
264760	278760	weird shape,
278760	302760	person walking to the right,
302760	322760	person walking to the left,
