start	end	text
0	19000	Oh, I got the buttons mixed up.
19000	22000	Uh-oh.
22000	26000	That's okay.
27000	30000	Uh, back kick guy.
30000	44000	Yeah.
44000	47000	Ballet guy.
47000	49000	They don't have to be guys.
49000	50000	But they're guys.
50000	60000	They're dudes.
60000	78000	Sunglasses.
78000	97000	Slasher mouse.
97000	110000	Dessie.
110000	123000	Tropic light.
123000	142000	Dog on dog.
142000	161000	Feds knee guy.
161000	163000	One ear bunny.
163000	170000	A reading bunny.
170000	176000	A literate bunny.
176000	193000	Regular house or barn.
193000	211000	Sad boy.
211000	225000	Feeling blob.
225000	239000	Balloon dog.
239000	254000	Wiener dog.
254000	270000	Waiter guy.
270000	286000	Uh, other dancer.
286000	302000	Cash thing. Register. Scatter.
302000	315000	Yeah.
315000	325000	Uh.
