start	end	text	trial
0	8120	Big step!
TRIAL2	29120	magician
38120	60120	Michael Jackson
90120	94120	Arms out
108120	110120	Tank
120120	124120	Flamingo
138120	140120	Boy on dog
150120	154120	Two headed bat
168120	170120	Scorpion
180120	182120	Top hat
200120	202120	Mouse
210120	212120	Dog
222120	224120	Tilted scale
224120	226120	Dog
238120	240120	Toilet
240120	242120	Crab
266120	268120	Rabbit
270120	272120	Crab
280120	282120	Crepes
300120	302120	Dog
308120	310120	Good
312120	314120	They're good, they're good, sorry
