start	end	text	trial
0	4400	Yokosai
TRIAL2	15640	Oh. Tank.
31000	33000	Flamingo
43000	45000	Crab
45000	47000	Scorpion
59000	61000	Scorpion
61000	63000	Snail
73000	75000	Kneeling Tail
75000	77000	Scorpion
89000	91000	Michael Jackson
106000	108000	Big Step
120000	122000	Rabbit
135000	137000	Toilet
149000	151000	Mouse
166000	168000	Scales
182000	184000	Wineglass
196000	198000	Two Heads
215000	217000	Boy Riding Dog
225000	227000	Top Hat
244000	246000	Magician
255000	257000	Crates
279000	281000	Arms Out
285000	288000	Cluck, cluck, cluck
