start	end	text
0	23000	Horsie, riding a horsie, person riding a horsie.
23000	40000	Patient.
40000	56000	Handstand person.
56000	69000	Scorpion.
69000	82000	Toilet.
82000	96000	Upside-down trapezoid to parallelograms.
96000	110000	Ice skater.
110000	130000	Weird-shaped attached triangle on the right. Square head. Arms out.
130000	145000	Dancer. Can opener bottom.
145000	161000	Scuba diver.
161000	177000	Oval blob person. Triangle bottom right.
177000	191000	Lick person. Two triangles pointing to the right.
191000	203000	House rectangle on the right.
203000	217000	Music note.
217000	231000	Person doing splits.
231000	245000	Weird line of shapes.
245000	259000	Horse neighing.
259000	266000	Priest. Arms out to the left.
266000	290000	Noise.
296000	312000	Horsie, person riding a horse.
