start	end	text
0	19000	Oh, I can't open her dancer.
19000	44000	Detach the right arm.
44000	67000	Oval blob, one right triangle, bottom right.
67000	80000	Scorpion.
80000	84000	Chunky guy.
84000	100000	Click guy, left to the right.
100000	112000	Handstand guy.
112000	125000	Toilet.
125000	140000	Splits, upside down a lot.
140000	155000	Priest, arms wide to the left.
155000	169000	Upside down trapezoid.
169000	183000	Weird shapes and a line.
183000	198000	Scuba diving.
198000	212000	Music note.
212000	226000	Ice skater.
226000	239000	Riding horse.
239000	253000	Spaceship.
253000	268000	Horse man.
268000	297000	House.
