start	end	text
0	24120	Okay, this is the one with the two triangles at the top that are barely touching the rest
24120	43920	This is the one with the upside down trapezoid and then the two parallelograms facing inward
43920	58440	on top.
58440	65200	This is the one with the rhombus on top a little more to the right touching two triangles
65200	87800	and then on the bottom left there's another triangle facing upward.
87800	107840	This is the one of someone praising with the head more to the left.
107840	131440	This is a person reading a book facing the right.
131440	140880	This is the one with the trapezoid at the bottom left and then square at the top touching
140880	160720	one point and then the bottom right there's a triangle pointed down and left.
160720	168080	This is the animal facing the left with its tail on the right, its head is a triangle
168080	169080	facing upward.
169080	172080	This is the one I got wrong last time.
172080	175080	Does this one have a square?
175080	176080	No.
176080	190240	Okay, so it's the other one and it has a triangle on the bottom right.
190240	199480	So it's the one that's flatter, it's got a triangle top left, a parallelogram on the
199480	204480	top right as a tail.
204480	220160	This is the person with the baggy pants walking left.
220160	245440	This is, it's kind of like a person walking right with, so like the head is more towards
245440	250400	the left, it's a rhombus where the point is touching a really flat surface and the left
250400	262880	part of the body is flat and the right side is, it's got more shape to it.
262880	268080	It's like, so like the top is a rhombus, it's touching it at one vertice and the left side
268080	275360	of like what it's touching is completely flat, like the left, the backside and then the front.
275360	288400	Okay, this is the other like origami animal that's facing the left side without anything
288400	290440	on its back.
290440	299200	It's got like a triangle at the top left, a triangle at the bottom right.
299200	303720	Okay, yeah.
303720	320680	This is the person walking to the left picking up their shoe with a square at the back.
320680	335640	This is the house with the chimney on the right.
335640	351600	This is the person walking to the right with a backpack square as a head on top.
351600	373960	This is the house with the tree on the left.
373960	402720	This is the animal facing the left with the thing on its back, like someone resting on
402720	408280	it.
408280	413840	This is the one with the three triangles on top with the wider one in the middle, all
413840	414840	facing upward.
414840	433720	This is like the kind of swan shape pointed to the right with that triangle at the bottom
433720	459440	left, just touching at one point facing the top left.
