start	end	text	trial
0	2000	Oh
17080	19080	House
30840	33000	On healing down arms out
48040	50040	Break dance
60000	62000	a
66480	68480	Rabbit
82320	84320	Weird one
90000	92000	a
110720	112720	Factory
120240	122240	a
124560	126560	Flower
137640	139640	Aircraft
150000	152000	a
154480	159200	Camel that will never not be funny to me
171280	173280	Guy with no hands
180000	182000	a
186680	188680	Guy walking to the right
200760	205920	Guy walking to the left. That's funny
210000	212000	a
217600	219600	The guy with the big body
234560	236560	Toilet
240000	242000	a
250160	252160	Not toilet
266080	268080	Crab
270800	272800	a
280480	282480	Yoga
295520	297520	It was
300000	302000	a
316240	318240	Okay
