start	end	text
0	27000	Oh, the one I struggled with.
27000	47000	Um, the woman, uh, like praying, healing, with the legs moving upwards.
47000	62000	Okay.
62000	78000	Slow dryer.
78000	82000	Man leaning the back against the wall.
82000	102000	Okay.
102000	106000	A dog with big front legs.
106000	121000	Okay.
121000	135000	Pineapple.
135000	153000	Dog with no tail.
153000	169000	Suffering.
169000	187000	Rabbit.
187000	190000	Uh, diamond head holding square.
190000	210000	Okay.
210000	226000	Uh, yoga pose.
226000	244000	Dog riding a dog.
244000	260000	Uh, phone. The telephone.
260000	278000	Uh, practice.
278000	296000	Uh, the graduate, like, uh, like a cigar.
296000	301000	Uh, banana and a diamond on top.
301000	303000	What was that?
303000	306000	A banana with a diamond on top.
306000	314000	Oh, odd. Sorry. I clicked the wrong one.
314000	318000	Don't worry.
318000	340000	Uh, podium.
340000	346000	The diamond head, uh, on like the left side is straight.
346000	349000	The top, uh, immediately below the diamond is straight.
349000	377000	The hands are out further than the legs.
377000	387000	No.
