start	end	text	trial
0	22080	surveillance camera you got it just a second
22480	22980	got it
32800	36320	um the person reading a book with the triangle on the top
36320	49760	person trying to fly
50080	61920	um
61920	86920	It looks like the person's kneeling, but it's like the simple one.
86920	89920	Okay, got it.
89920	91920	This is it.
104920	106920	A house with a tree on the left.
106920	108920	Oh, got it.
120920	126920	The horse with its legs up with the triangle on the left.
126920	128920	There you go.
142920	144920	Arabesque.
149920	158920	I'm holding the hat upside down.
158920	160920	Okay.
172920	175920	The child riding the dog.
175920	177920	Okay.
179920	190920	Um, the simple swan.
190920	192920	Okay.
192920	196920	This is it.
209920	213920	The symmetrical shape with the two dog runs over the square.
213920	215920	Got it.
226920	228920	Venus flytrap.
231920	233920	Done.
240920	244920	Seahorse.
244920	247920	Yep, got it.
260920	266920	The diamond at the top and then the left side is a straight line and the right side is squiggly.
266920	268920	Okay.
280920	284920	The hooded person with the megaphone.
284920	286920	Okay, got it.
297920	301920	The tilted scale.
301920	304920	Uh, tilted scale.
314920	318920	The regular horse that's looking to the left.
318920	320920	Okay.
326920	328920	Okay, got it.
357920	359920	Good.
363920	365920	Okay, sounds good.
