start	end	text	trial
0	11920	Okay, so this one looks like someone who's imitating a swan.
11920	21920	It consists of a rectangle and then on its left, it's like, it's like if you were playing
21920	29200	like the game of shadows, that's how you would try to make a swan with your, with your wrist
29200	31200	being sort of flappy.
31200	37200	Okay, does it look like on the right side, there's like a small triangle?
37200	45200	Yeah, so it's a rectangle and then a longer rectangle on its left side and then a small
45200	47200	triangle.
47200	57200	Okay, could it also look like somebody doing an arabesque?
57200	61200	Um, not really.
61200	63200	Okay, I think I might be on the wrong one.
63200	67200	Yeah, yeah, it's not like someone making an arabesque.
67200	69200	It's a much easier one, it's a planer.
69200	71200	Oh, okay.
71200	73200	So, it is only a rectangle.
73200	75200	It's only like four shapes.
75200	77200	Yes, yes.
77200	79200	Okay, I think I got it.
79200	81200	No.
81200	83200	Okay, we'll get it.
83200	85200	Okay, that's okay.
85200	89200	Yep.
89200	91200	Okay, so this one is pretty complex.
91200	101200	Um, it looks like there is a child and two adults, but basically, I don't know if I'm
101200	109200	too conceptual, but anyways, imagine that there is a smaller figure and it's a triangle
109200	119200	and a square and then there is a bigger figure as if overlooking it and it has two smaller
119200	127200	triangles, like equilateral triangles that are tilted different ways.
127200	133200	Okay, I see a couple of that, I think that description.
133200	137200	You can ask clarifying questions if you're not sure.
137200	141200	So, a bunch of these shapes have a diamond at the top.
141200	145200	Does it have a diamond at the top?
145200	153200	It's only one of the figures within the picture has a diamond at the top.
153200	159200	It's like as if there's multiple heads rather than one.
159200	169200	Okay, is there a small triangle in the bottom right quarter?
169200	171200	No.
171200	173200	Okay.
173200	183200	Um, it's, I don't know how else to explain it.
183200	193200	Okay, is there, is the left side more complex and have more shapes than the right side?
193200	195200	No, no.
195200	197200	Okay.
197200	199200	I think vice versa.
199200	201200	Oh, okay.
201200	203200	The right side.
203200	205200	Yeah.
205200	207200	The right side is a little more complex.
207200	209200	Okay.
209200	227200	Left side only has a triangle and like a diamond on top as if, but it's a small figure.
227200	233200	Okay, I think I might see one that's, um, I don't think it's that one.
233200	235200	Oh.
235200	237200	I accidentally clicked the wrong button.
237200	239200	Okay.
239200	245200	It's all right.
245200	251200	Okay, this one looks like someone who is reading a book.
251200	255200	And there's a couple of them who are looking like they're reading a book.
255200	263200	But this one looks like, like it's sitting on, like they're kneeled.
263200	265200	And is there a triangle at the top?
265200	267200	Yes.
267200	269200	And, um.
269200	271200	And they're turned to the left.
271200	273200	Yes.
273200	275200	Yeah.
