start	end	text
0	29500	Okay, um, I hope you can hear me, um, the image looks like the top left corner of the
29500	34500	image has like a little square, and there's two triangles, two distinct triangles on the
34500	40500	right side. One of the triangles is on the top right, and one of them is on the bottom
40500	51500	right. The bottom left looks kind of like a chunk of an image. Does that help?
51500	55500	Am I allowed to ask questions?
56500	58500	I think so, yeah.
61500	66500	Wait, I, like, couldn't hear part of it, so you mentioned there's a square on the top
66500	69500	left, and then two distinct triangles.
69500	76500	Yeah, there's a square on the top left, and two distinct triangles. One of the triangles
76500	82500	is also like right next to the square, except on the right side, and the other triangle
82500	84500	is on the bottom right.
87500	89500	Wait, how do I scroll down?
93500	95500	Oh, okay.
99500	107500	Wait, top right square, no top left square, and triangles next to it.
107500	112500	Yeah, there's one triangle right next to the square on the right side, and one of the
112500	118500	triangles is further down, but also on the right side. And the two triangles are at different
118500	121500	angles, but they're roughly the same size.
134500	136500	Oops.
136500	140500	Yeah, oops, okay. Thank you the most.
140500	150500	Got it. Okay, this image kind of looks like a person. Like the square is a head, or rather
150500	158500	the head is a square, and it looks like they're sticking their arm out on the left side of
158500	167500	the image. So there's like a distinct head at the top, and then like kind of like one
167500	172500	arm sticking out on the left side, and there's really nothing on the right side. It's like
172500	175500	completely flat on the right side.
182500	183500	Nice.
189500	200500	Okay, this one's like kind of odd looking. It kind of looks like a bow tie, or like glasses.
200500	209500	There's like two distinct trapezoids, and it's like, it kind of looks smaller than the
209500	216500	other images. But yeah, it kind of looks like a pair of glasses. That's like the best way
216500	218500	I can think of describing it.
221500	228500	There's like, yeah, there's like a little point on the left side and on the right side,
228500	234500	and it's kind of like, the image is horizontal. Basically horizontal.
242500	243500	Nice.
247500	264500	This one also looks kind of funny, like there's a, I think it's, okay, so it's one of the
264500	271500	images with like a little triangle on the right side, and the triangle is like, it's
271500	278500	like perfectly drawn, so it's not at an angle, it's like upright, and on the top left, there's
278500	287500	like, there's a little square block on the top left. And there's like two, on the left
287500	297500	side, there's like two points. And then there's like a vertical block connecting the two points
297500	300500	to the little triangle and the square head.
302500	305500	Are the triangles on the top left or top right?
305500	310500	The triangle is on the right side, like right in the middle of the image.
315500	323500	And it looks like, it looks like there's a leg, like a vertical, like rectangle. It kind
323500	324500	of looks like a leg.
328500	329500	Nice.
338500	345500	Okay, this one, this one also kind of looks like a person. It's almost like the person
345500	352500	is like on their knees, kind of like, they look like they're praying. There's also like
352500	358500	a square head, and then the hands or the arms are on the right side.
363500	365500	Oh, I think there were two that looked similar.
368500	372500	Oh yeah, when you said on their knees, I thought that was like the other one, that was like
372500	373500	on the ground.
374500	383500	Okay, this one, this one has like, it has the head of a person, but it's almost like
383500	390500	there's no arms. It's like, it's very flat on both sides. And at the very bottom, it
390500	395500	looks like, they're kind of like, I don't know, like sitting on their knees, but it's
395500	398500	like, it's like very curled up.
400500	401500	Yeah.
403500	416500	Okay, this one, it doesn't really look like a, it kind of looks like a person, but the
416500	425500	head shape is really weird. There's like two legs, and it's not the one with the two triangles
425500	430500	as legs. Both of the legs are like, like, leg-caped.
431500	436500	Wait, can you repeat the most, like what shape are the legs?
437500	443500	It's not a triangle. It's like, it's almost like a trapezoid. It's like a triangle, but
443500	450500	on one side, there's like a rectangle. So it's like, it's like if you took a rectangle
450500	455500	and drew a triangle on top of it, that's kind of what it looks like.
455500	458500	And it's supposed to be like a humanoid shape?
458500	463500	Yeah, it's kind of like a human shape, but there's like two heads.
474500	479500	Okay, this one looks like, this one looks like a person with two arms, and the arms
479500	487500	are like raised at their head level. They're as if like, they're lifting their arms up.
492500	498500	And the head is still like a square, and each of the arms is kind of like a rhombus.
498500	501500	And there's not really any legs in the image.
506500	507500	Nice.
510500	519500	This one doesn't look like a person at all. It's like a, it's like a bracket shape.
519500	527500	There's like one long, like, kind of like a rectangle shape across the top, and then
527500	533500	on the left side, there's another rectangle shape connected to that. So it kind of looks
533500	541500	It's like a right angle, where part of it is on the top, yeah.
548500	555500	Okay, this kind of, this also kind of looks like a person that's praying, except they
555500	561500	have like a triangle on top of their head. It's kind of like a person with like a ponytail
561500	565500	that's sticking straight up, and then it also looks like they have a book in their
565500	567500	head, and they're like, they're reading a book.
567500	569500	Wait, a book and what?
569500	571500	Wait, sorry, what did you say?
571500	576500	Wait, did I just mishear, or did you say there's like a broken ankle?
576500	580500	Oh, no, no. There's like a ponytail on top of their head.
582500	583500	Ponytail?
583500	588500	Yeah, it's like, it's more like a triangle that's like vertically on top of their head,
588500	592500	and it looks like they're holding a book and like reading from the book.
604500	607500	This one also kind of looks like a person.
610500	614500	It's actually the one you selected earlier that wasn't correct.
614500	624500	It's like a person with a square head, and like two weird looking legs, and then like
624500	627500	kind of an arm that's sticking out to the right side.
630500	636500	So, so one I like misconstrued as to collect on previously.
636500	637500	Yeah.
640500	641500	Nice.
645500	655500	Okay, this one looks like a person, and the legs, they're like standing up straight, and
655500	662500	the legs are like two small triangles, and it looks like they're kind of wearing like
662500	666500	a top hat, and the arm is on the right side.
668500	670500	Wait, top hat?
670500	676500	Or, yeah, I guess the most distinct feature is like there's two legs, and the legs are
676500	682500	really tiny, like it looks like two feet, and both the feet are small rectangles, or
682500	683500	small triangles.
684500	685500	Yeah.
693500	697500	Okay, this one is also like very weird looking.
697500	700500	Oh sorry, I like misplaced the third one.
700500	701500	Okay.
708500	712500	Okay, this image is completely symmetrical.
712500	717500	It's like one of the, I think it's one of the only two images that are symmetrical,
717500	722500	and it's the one that has like a square on top of it.
727500	728500	Yeah.
735500	742500	Okay, this looks like, it doesn't look like a person anymore, but the most distinct feature
742500	751500	is like there's two small triangles on the top, like on the top of the image, and then
751500	759500	there's a square, but it's lower in the image, like on the left side, and yeah, there's
759500	769500	two triangles on the top, like two small triangles, but there's another image with a square,
769500	774500	but it's like the square is lower and on the left side of this image.
775500	783500	Uh, wait, does it happen to look like a different animal, or?
