start	end	text
0	17360	Oh, got it.
17360	25600	Okay, got it.
25600	51920	Okay, um, the swan, the swan hand, can you hear me?
51920	52920	Yeah.
53920	57920	Yeah, so it's the swan hand that we, it was one of the first ones.
60920	64920	Wait, the one with like the big rectangle and then the column on the left?
64920	65920	Yeah, yes, yes, yes.
70920	72920	I think I was looking for the other swan.
72920	75920	Yeah, there was another one, but yeah, this one.
77920	78920	Okay, arabesque.
82920	100920	Okay, this looks like, um, so there is a diamond at the top and then there is, on the left there is a straight line and on the right there is a squiggly line.
100920	101920	Okay.
113920	128920	Okay, that's the, the horse that is going to the right and upwards with diamond as its head and the little triangle on the left, yep.
138920	140920	Surveillance camera.
140920	141920	Okay.
141920	142920	Got it.
155920	158920	A house with a tree on its left.
158920	159920	Got it.
159920	178920	The child riding a horse or a dog, whatever.
178920	179920	Got it.
189920	199920	A person with a, like kneeled with a, with a, like, a triangle is the...
199920	201920	That's like the feet?
201920	203920	No, no, no.
203920	206920	So it's like a hooded person with a...
206920	207920	Oh, okay.
207920	208920	With a megaphone.
208920	210920	Yeah, with a megaphone, yep, I forgot the word.
220920	229920	It's a horse that is going to the left and has a parallelogram tail that is going upwards.
240920	245920	It's the symmetrical shape, two, two diamonds in a rectangle at the top.
245920	246920	Got it.
249920	258920	The tilt of scale.
270920	274920	The person with the bucket hat downwards.
276920	277920	Can you describe it?
277920	278920	Yeah, yeah, yeah, yeah.
278920	279920	Oh, the top hat?
279920	280920	Yeah, yeah, the top hat, yeah.
280920	281920	Okay.
281920	282920	Or, yeah, forgot that.
292920	294920	Okay, this is a person reading a book.
294920	298920	They're turned to the left and they have a strange triangle at the top.
299920	300920	Got it.
309920	311920	The Venus flight traveler.
312920	313920	Okay.
327920	329920	The person trying to fly.
330920	331920	Okay.
338920	339920	Seahorse.
360920	365920	Okay, if the person kneeled down, the more basic one.
365920	366920	Okay.
367920	368920	It's like...
368920	369920	The triangle on the right?
369920	371920	The triangle on the right, yeah.
383920	384920	It's a cactus.
396920	397920	It's a cactus.
