start	end	text	trial
0	4000	Too uncomfortable?
4000	10000	Okay, I'll let you know.
10000	14000	Okay.
14000	18000	Okay.
18000	22000	Joseph, can you hear me?
22000	24000	Yeah, can you hear me?
24000	38000	Yeah, hey.
38000	41000	Can you hear me?
41000	43000	Yeah, I can hear you.
43000	53000	Okay, so this looks like sort of like a swan facing the right, and it has a little triangle tail.
53000	55000	A triangle tail on the bottom left?
55000	58000	Yeah, on the bottom left.
58000	62000	And it's almost like it's pooping it out.
62000	64000	Don't make me laugh.
64000	72000	Okay, sorry.
72000	78000	Okay, this is the prayer person offering something up, but to the right.
78000	83000	They're slightly kneeling, like, and they have a diamond head.
83000	97000	Okay.
97000	114000	Okay, this is the dog with the Dell computer on its back.
114000	120000	Okay, this is like, we got this one wrong last time.
120000	130000	To me, it looks like, so there's an upside down triangle on the left, and a man with a diamond head, and it looks like he's holding out like a wine chalice.
130000	133000	I don't know, what's a wine chalice?
133000	138000	It's like, it's like, just like a fancy wine glass thing.
138000	140000	Oh, okay, let me see.
140000	143000	Okay, wait, let me try something different.
143000	147000	Okay, so there's an upside down triangle on the left.
147000	148000	On the left?
148000	149000	Yeah.
149000	152000	Is it like a tail or no?
152000	156000	Okay, so in the top right ish is the diamond, right?
156000	157000	Okay.
157000	172000	And then below that is like a big triangle that then leads to the left of that triangle is a smaller upside down triangle.
172000	177000	Okay.
177000	179000	I see what you mean with the wine glass.
179000	180000	Bagely, right?
180000	181000	Yeah.
181000	184000	Okay, so this person is offering something up.
184000	187000	It's the person with the feet behind them offering something up.
187000	188000	Is she kneeling?
188000	190000	Yeah, she's kneeling.
190000	191000	Are her feet kicked up?
191000	193000	Yeah, her feet are kicked up.
193000	205000	Okay.
205000	208000	Okay, sad funny rabbit.
208000	210000	Oh, sorry, sorry.
210000	212000	Oh, oh, I didn't mean to click that.
212000	213000	That's so, I'm sorry.
213000	214000	No, no, no, no worries.
214000	215000	Sorry, I threw you off.
215000	216000	I knew it.
216000	217000	No, I knew what you meant.
217000	219000	I just, my, yeah, trigger finger.
219000	221000	Yeah.
221000	224000	Okay, the flying angel.
224000	225000	The what?
225000	227000	The like, flying man.
227000	230000	Like, jumping man with the wings or his arms out.
230000	231000	Okay.
231000	233000	You ever see mad men?
233000	236000	No.
236000	239000	Wait, I've seen the first season.
239000	240000	Okay, sorry.
240000	242000	It looks like a scene from Mad Men.
242000	245000	Like the opening credits when he's falling off the building.
245000	247000	Oh.
247000	248000	Oh.
248000	251000	Okay, happy llama.
251000	256000	Sorry, sorry, sorry.
256000	273000	Happy dog llama.
273000	284000	Okay, the sculpture in the fountain, like the two trapezoids with the long middle.
284000	287000	Like the one that we said looks like.
287000	306000	Got it.
306000	324000	Okay, the double dreidel.
324000	341000	Okay, the hunchback woman with the book.
341000	359000	Okay, the house with the up arrow.
359000	379000	Okay, the door handle.
379000	386000	Okay, the woman like running with her upside down triangle foot at the bottom right.
386000	390000	Wait, I'm so sorry.
390000	394000	Okay.
394000	395000	Wait, what?
395000	396000	Sorry, I just laughed.
396000	415000	Okay, like the little man with the flag on his shoulder behind him.
415000	434000	Okay.
434000	442000	Like the dog looking left that we also call the dinosaur.
442000	443000	The sphinx like one?
443000	445000	Oh, yeah, yeah, yeah, that's what I meant.
445000	446000	Sorry.
446000	462000	That's it.
462000	485000	Okay, the person diamond head looking to the left, looking down, sitting on the floor with his knees up.
485000	487000	I forgot how we described this.
487000	491000	No, like the triangle with the upside down table.
491000	516000	Okay.
516000	519000	Okay.
519000	523000	Amazing.
523000	525000	Yeah.
525000	526000	Thank you.
526000	527000	Yes.
527000	528000	Thank you.
