start	end	text	trial
0	7760	Sreams.
7760	17760	Sphinx.
17760	27760	Contemplative man.
27760	37760	Freaking out.
37760	47760	I heard streaking out first.
47760	57760	Fountain.
57760	67760	Fountain.
67760	77760	Double dreidel.
77760	87760	Bunny.
87760	97760	What?
97760	107760	Bunny.
107760	117760	Kneeling or offering something
117760	127760	not kicking up the beat.
127760	137760	Falling.
137760	147760	Wine towel.
147760	157760	Coffee table.
157760	167760	Dog with computer.
167760	177760	Coffee table.
177760	187760	Coffee table.
187760	197760	Feet kicked up.
197760	207760	Swan.
207760	217760	Happy llama.
217760	227760	Arrow out.
227760	237760	Arrow out.
237760	247760	Arrow out.
247760	257760	Sorry what?
257760	267760	Door handle.
267760	277760	Flag on back.
277760	287760	Punch back.
287760	297760	Punch back.
297760	307760	Yes.
307760	317760	Joseph, this next one is going to be big.
317760	327760	He cut you off.
