start	end	text	trial
30000	53760	I can barely hear you with the noise of this shit, I don't know.
53760	54760	You can't hear me?
54760	55760	I can't, I can't.
55760	56760	It's just like, this is really loud.
56760	59760	Are you the speaker or the listener?
59760	60760	Oh yeah, obviously I'm the speaker.
60760	61760	Okay, I can't see the thing, but okay, go.
61760	62760	Okay, it's a toilet.
62760	63760	It's a toilet, yeah.
64760	93720	Okay, this is the man that you described with the top hat, but I think it looks like Elvis
93720	97720	because it has like a high collar on the shirt.
97720	98720	Yeah, effects.
98720	101720	Yeah, yeah.
101720	115720	Um, it's the dancing man.
115720	117720	Sounds like a...
117720	118720	Sorry.
118720	120720	Okay, you see?
120720	121720	I didn't mean to.
121720	122720	Do you see?
122720	123720	Yeah.
123720	128720	Yeah, you called me a dumb ass because of that and then you did the same thing.
128720	129720	Okay.
129720	150720	Um, it's like a person on top of a dog and the person's like disappointed, yeah, yeah.
150720	169720	Okay, it's like a swan going to the right.
169720	177720	It's the pope.
177720	184720	Um, do you need more help?
184720	185720	Yeah.
185720	193720	It's that pope that has like, um, uh, I think you, you said he was, oh wait, there's two.
193720	198720	Um, begging for food type shit, just like looking to the right.
198720	199720	Which one?
199720	205720	Um, the one that doesn't have like a hard edge on the left.
205720	217720	The one that's just like, yeah, yeah, yeah, that one.
217720	236720	It's a house with a tall building on the right.
236720	245720	It's, it's like a bunny and it's disappointed sitting in the ground looking, looking to the right.
245720	247720	That's a good explanation.
247720	248720	Fuck.
248720	249720	I should have done that.
249720	250720	Yeah.
250720	253720	You said it's like you wearing gears.
253720	256720	Right.
256720	271720	Uh, it's a, it's a woman and she has her arms straight to the right and then her right leg
272720	275720	pointing out it's just a triangle.
275720	276720	Where's her arm?
276720	277720	Her arm.
277720	278720	She has like.
278720	281720	Straight to the left or the right?
281720	286720	Well, she has arms to the right and then like, uh, okay.
286720	289720	Describe the whole thing then.
289720	291720	It's not an arm.
291720	292720	Yeah.
292720	294720	It's both arms and then she just has.
294720	295720	Nope.
295720	296720	Okay.
296720	300720	It's, it's a boat and has a diamond on top.
300720	301720	Okay.
301720	302720	I don't know.
302720	303720	Maybe listen to me.
303720	304720	I don't know.
304720	308720	That's like what it's all about.
308720	309720	Okay.
309720	314720	Hey, this one's hard.
314720	315720	Maybe listen.
315720	320720	Um, both definitely a foot is on the ground.
320720	321720	Okay.
321720	323720	It's a, it's a good foot.
323720	325720	Um, and then the other leg.
325720	337720	The other leg is kind of up and the head is like falling off to the right.
337720	338720	Or.
338720	339720	No, you got it.
339720	340720	You got it.
340720	341720	Yeah.
341720	344720	Well, don't say it's hard and then give no clues.
344720	345720	Okay.
345720	349720	Maybe shut up.
350720	354720	It's, it's the only dog one.
354720	359720	I think it's like, uh, maybe not a, yeah.
359720	362720	A dog, a dog facing left.
362720	363720	Yeah.
363720	364720	Yeah.
374720	375720	Okay.
375720	377720	They're doing a handstand.
378720	379720	I think that's.
381720	382720	That's about it.
382720	383720	Both.
383720	384720	Yeah.
394720	395720	Okay.
395720	399720	It's the other boat looking thing.
399720	400720	Yeah.
408720	409720	Okay.
409720	412720	It's like a man.
412720	418720	He's going left and he looks like he's pushing something heavy.
418720	419720	Maybe.
419720	426720	Um, it's like, um, yeah, he's just like pushing something to the left.
426720	428720	One of his legs.
428720	429720	Yeah.
430720	431720	Okay.
431720	432720	Listen up.
432720	435720	Half of the body.
435720	436720	Okay.
436720	437720	Shut up.
437720	438720	Okay.
438720	449720	Half of the body is on the ground and then something's happening.
449720	450720	Okay.
450720	451720	Okay.
452720	460720	Half of the body is on the ground and then something's happening to the right.
460720	466720	There's a little triangle down at the bottom and then some other shit up to the right.
466720	467720	I got it.
467720	468720	It's the horse one.
468720	469720	Um, yeah.
469720	470720	Yeah.
470720	471720	Yeah.
471720	472720	That one.
472720	473720	That one doesn't look like a horse.
473720	474720	It's a human head.
474720	477720	Horses can have sport heads.
477720	480720	I don't know what you said.
480720	481720	Probably some dumb shit.
481720	482720	Okay.
482720	487720	This one is like the Pope, but it's like the hard edge on the left.
487720	488720	Yeah.
501720	502720	Okay.
502720	505720	It's just a man sitting.
505720	510720	It's like the bunny with the no bunny ears and he's looking left.
510720	515720	He's very sad, disappointed.
515720	520720	Like your mom.
520720	521720	What's wrong with you?
521720	523720	Why would you say that?
523720	526720	Disappointed is you.
526720	529720	That's crazy.
529720	532720	I can't read the top to say we're done with it.
532720	533720	Yeah.
533720	534720	Can't you read?
534720	536720	No, it's like cut off for me.
536720	537720	Oh, okay.
537720	542720	Can you tell me next experiment whether you speak or not?
542720	544720	I guess.
544720	546720	Okay, thanks.
546720	547720	I guess.
556720	557720	I'm good.
557720	558720	I'm good.
563720	564720	I'm good.
