start	end	text	trial
0	19000	Hope, no hard edge on the left.
19000	47000	Disappointing guy riding a dog.
47000	64000	Horse.
64000	81000	Elvis.
81000	96000	Disappointing guy.
96000	121000	Tiger.
121000	141000	Boat with a diamond on top.
141000	159000	Hope, boat with a hard edge.
159000	176000	Thriller dance.
176000	192000	Tango man.
192000	206000	Duck or swan.
206000	223000	Bunny.
223000	241000	Boat with no diamond.
241000	254000	Handstand.
254000	271000	Guy pushing something to the left.
271000	288000	Woman, her arms are out.
288000	316000	House.
