start	end	text
0	24980	Next slide please.
24980	32980	Top hat.
32980	40980	Tank.
40980	50980	Did you say tank?
50980	76980	Crab.
76980	78980	Scorpion.
78980	80980	One more time.
80980	93980	Scorpion.
93980	107980	Scales.
107980	110980	Rabbit. Rabbit. Rabbit.
110980	112980	Sorry, I can't hear very well.
112980	115980	Rabbit. Rabbit. Rabbit.
115980	117980	One more time?
117980	118980	Rabbit. Rabbit.
118980	131980	Bunny.
131980	132980	Sorry?
132980	136980	Grapes.
136980	138980	Wait, could you say that one more time?
138980	152980	Grapes.
152980	166980	Big step.
166980	180980	Magician.
180980	184980	Arms.
184980	185980	Wait, one more time?
185980	201980	Arms out.
201980	219980	Kneeling tail.
219980	236980	Toilet.
236980	252980	Two heads.
252980	265980	Flamingo.
265980	282980	Mouse.
282980	298980	Michael Jackson.
298980	319980	Dog with a boy on it.
