start	end	text	trial
0	19000	Bunny, two ears.	1
19000	22000	Uh-oh.	1
22000	26000	That's okay.	1
27000	30000	Uh, back kick guy.	2
30000	44000	Yeah.	2
44000	47000	Ballet guy.	3
47000	49000	They don't have to be guys.	3
49000	50000	But they're guys.	3
50000	60000	They're dudes.	3
60000	78000	Sunglasses.	4
78000	97000	Mushroom house.	5
97000	110000	Nessie.	6
110000	123000	Traffic light.	7
123000	142000	Dog on dog.	8
142000	161000	Bent knee guy.	9
161000	163000	One ear bunny.	10
163000	170000	A reading bunny.	10
170000	176000	A literate bunny.	10
176000	193000	Regular house or barn.	11
193000	211000	Sad boy.	12
211000	225000	Kneeling blob.	13
225000	239000	Balloon dog.	14
239000	254000	Wiener dog.	15
254000	270000	Waiter guy.	16
270000	286000	Uh, other dancer.	17
286000	302000	Cash thing. Register. Scanner.	18
