start	end	text	trial
0	19000	Uh, flat dog, wiener dog.	1
20000	30000	Arf arf.	1
30000	41000	Mushroom house.	2
41000	43000	Okay, uh.	2
57000	59000	Regular house.	3
59000	61000	Got it.	3
71000	73000	A balloon dog.	4
86000	88000	Kneeling blob guy?	5
88000	90000	Uh, yeah.	5
102000	104000	Sunglasses.	6
118000	120000	Sad boy.	7
120000	122000	Yup.	7
132000	134000	Uh, waiter?	8
134000	136000	Waiter guy?	8
150000	152000	Uh, Nessie or music stand?	9
152000	154000	Oh, yeah.	9
156000	158000	I can't unsee the Nessie now.	9
162000	168000	Uh, ballet guy. Ballet dancer.	10
181000	185000	The other dancer guy?	11
191000	203000	Uh, bunny with two ears.	12
203000	225000	Uh, bent knee with bowl?	13
225000	227000	Yeah.	13
233000	243000	Uh, back kick guy.	14
257000	259000	Dog on a dog.	15
261000	263000	Okay.	15
263000	265000	Adventure friend.	15
271000	273000	Traffic light.	16
273000	289000	Cash scanner thing.	17
289000	305000	Bunny with one ear.	18
305000	307000	A reading bunny.	18
