start	end	text
0	23000	Okay, it's a dancer, with a can opener, like...
23000	51000	It's the person blob with the triangle, one triangle facing to the right.
52000	54000	It's a space trip.
56000	58000	Satisfying.
68000	73000	Right arm detached and left arm attached.
82000	86000	Riding horse.
97000	103000	A big rectangle, a little rectangle and a little triangle to the left.
106000	108000	Music note.
112000	116000	Scuba diver.
128000	130000	Hive skater.
142000	146000	May anger, horse may anger.
158000	162000	Splits, upside down line.
172000	174000	Handstand.
186000	190000	House, a rectangle on the right.
190000	206000	A weird shape, triangle on the top, triangle on the bottom right as well.
206000	210000	Top left and top bottom right.
210000	212000	Weird shapes throughout.
212000	217000	Trapezoid and the trapezoid, yeah.
220000	232000	Okay, the chunky dude with the two triangles facing to the right.
241000	245000	Priest, holding hands out.
250000	261000	And then trapezoid upside down with parallelogram facing towards.
269000	275000	Bathroom, toilet, with the... yeah.
281000	285000	Scorpion.
289000	293000	Hey, nice.
310000	319000	Thanks for watching.
