start	end	text
0	5000	Yes.
5000	10000	Scorpion.
10000	15000	Scorpion.
15000	20000	Scorpion.
20000	25000	Scorpion.
25000	51120	Dancer with the can opener.
51120	66720	We're trying to go to the right.
111120	136120	Toilet.
136120	150920	Detach right arm and attach left arm.
150920	166120	Music now.
166120	181120	Empty end.
181120	195120	Chunky band.
195120	209120	Homo.
209120	222120	Upside down trapezoid parallelograms.
222120	236120	Weird shapes in a line.
236120	251120	Sea ship.
251120	276120	Scuba diver.
306120	313120	Hope you enjoyed!
313120	323120	Thanks for watching!
