start	end	text
0	2000	Good.
2000	4000	Cool.
4000	6000	Woo!
6000	8000	What the...
8000	10000	What...
10000	12000	Okay.
12000	14000	Thank you. What happens at 10?
14000	16000	What's block 10?
18000	20000	Yeah, what's block 10?
20000	22000	Okay. Cool.
22000	24000	Cool.
24000	26000	Noah.
26000	28000	Yeah.
28000	30000	I feel like, like, cults should use this
30000	32000	to, like, brainwash people.
32000	34000	Like, this machine.
34000	36000	Like, you are the listener.
36000	38000	Like, the MRI?
38000	40000	Yes!
40000	42000	I feel like...
42000	44000	This reminds me...
44000	46000	Isn't this, like, really similar to a game you've played before?
46000	48000	Like, I've played a game just like this.
48000	50000	I feel like I have, like, a viewfinder.
50000	52000	Or something. I don't know.
52000	54000	Yeah. Wait, Joseph, what's block 10?
54000	56000	Oh, it's like...
56000	58000	Is block 10 where they kill us?
58000	60000	That's what I was thinking.
60000	62000	It's like a drill gonna come down.
68000	70000	Oh my god.
70000	72000	Also, like,
72000	74000	I think I'm getting slightly better.
74000	76000	I'm not laughing. It's hard.
76000	78000	Sorry.
78000	80000	Yeah, sorry.
80000	82000	Yeah, sorry.
86000	88000	Okay.
92000	94000	Yeah, yeah.
96000	98000	Yeah. Yeah.
110000	112000	Oh.
112000	114000	Um.
114000	116000	Dell laptop on a dog.
128000	130000	Um. The...
130000	132000	Oh.
132000	134000	The, like, craning neck.
134000	136000	Like, triangle in the top left.
136000	138000	It's like a giraffe neck.
140000	142000	Okay.
142000	144000	Does it look like a chimney?
144000	146000	Was it the first one that I thought was a chimney?
146000	148000	That you thought was a chimney?
148000	150000	No, it, like, it starts in the bottom right
150000	152000	and it ends in the top left.
152000	154000	Oh, got it.
156000	158000	Oh, but I can see what you mean with the other one.
158000	160000	Um. Half kneeling.
160000	162000	Offering to the right.
162000	164000	Half kneel, no tick.
188000	190000	Door handle.
210000	212000	Um.
212000	214000	Person on a horse looking down.
214000	216000	I got you.
222000	224000	This set of pictures is so much weirder
224000	226000	than the other set.
226000	228000	I don't know what you just said.
228000	230000	It's okay.
230000	232000	Um. Double dreidel.
232000	234000	Also doubles is, like,
234000	236000	a nice perfume bottle.
236000	238000	Mm-hmm.
238000	240000	Um, secretary behind a desk.
240000	242000	Got you.
248000	250000	Oh, no.
250000	252000	Oh, no.
252000	254000	Oh, no.
254000	256000	Oh, no.
256000	258000	Oh, no.
258000	260000	Oh, no.
260000	262000	Oh, no.
262000	264000	Oh, no.
264000	266000	Oh, no.
266000	268000	Um.
268000	270000	It's like a person
270000	272000	like striking a pose.
272000	274000	Like, um, okay,
274000	276000	so they're in the bottom right,
276000	278000	their foot goes out,
278000	280000	and it's sharp. And they have a diamond head.
280000	282000	And on the right...
282000	284000	Oh. Oh, shit, I'm sorry.
284000	286000	No, no worries.
286000	288000	Wait, I thought I clicked that one.
288000	290000	Oh, wait, no.
290000	292000	I see what you were saying. I'm sorry.
292000	294000	No, no, no. It was... Okay.
294000	296000	Swan.
310000	312000	Bunny.
324000	326000	Um, like,
326000	328000	okay, so it's a
328000	330000	diamond head.
330000	332000	And on the left, it's just a block.
332000	334000	And on the right, it looks like a
334000	336000	trophy. Or like the
336000	338000	Goblet of Fire.
338000	340000	Like a... So one side is straight
340000	342000	and the other side is jagged? Yeah, like another
342000	344000	side is like a face.
344000	346000	Yeah.
354000	356000	Arrow House.
356000	358000	Trustee Arrow House.
358000	360000	Yep. I love that one.
360000	362000	That one's never failed us. That one's
362000	364000	explicable as hell. Yeah.
370000	372000	Uh,
372000	374000	freaking out.
384000	386000	Spinks.
400000	402000	Um,
402000	404000	the
