start	end	text
0	19000	The person sitting with him is Ben.
19000	32000	The person sitting with him is Ben.
33000	46000	The person sitting with him is Ben.
46000	65000	The person sitting with him is Ben.
65000	70000	The two small triangles at the top.
71000	94000	The person riding the horse.
95000	115000	The house with the tree to the left.
115000	128000	The swirly shape at the top.
129000	145000	The backwards seven.
145000	161000	The hard one with the triangle at the bottom right.
161000	181000	The one small triangle at the top.
181000	201000	The hands out to the right and the knee out to the right with the flat bottom.
201000	219000	The simple one with the rectangle and the thing on the left side.
219000	239000	The one with the platforms to the left.
239000	258000	The dancer with the sweeping leg.
258000	275000	The house with the tall thing on the right.
275000	293000	The skinny thing in the middle with the two shapes off center.
293000	313000	The dancer with the foot up to the right and the arms to the left.
313000	341000	The simple talk.
343000	365000	The person sitting with him is Ben.
