start	end	text
0	20320	okay to me it looks like someone is like a diver there's like two triangles right at
20320	27320	the bottom it's all centered and then kind of like it moves the whole way up on the bottom
27320	35000	middle to the top middle and there's like two arms coming off from the right hand side
35000	43080	like a block at the top and then like a thinner longer rectangle that goes into a triangle on the
43640	61160	side yes on the back yeah i think i got it okay okay um again i kind of see it it's like
61160	65480	it's like a house on the right with like a mushroom like a tree on the left hand side
66200	68200	okay
79240	86360	ah okay um so using the same thing whilst using like the body before this one's like
87320	92840	someone who has something in the air so like two smaller triangles in the middle towards the top
93560	97320	moving down it's a two thicker ones towards the bottom one touching the bottom
97960	104520	one a bit more in the air with like a block around halfway up okay that makes sense okay
116680	121000	okay um using the same analogy this to me looks like someone on their
121000	128280	knees there's like a triangle small to the left hand side um and then they pick up blocks on the
128280	135320	to the right of that and then towards the top there's going to have two triangles um coming
135320	141480	out once completely flat once slightly splatted up i like the head is between the two tilted to
141480	147400	the one point is between the tip of the two triangles i don't think there's anything else
147400	153960	i can say um it's all quite central um one of the shorter ones okay
166600	173320	okay um so this i'm visualizing as someone kind of with their hands out so there's the
174120	181320	um tilted square at the top and it moves down there's like one big block that goes the whole
181320	187080	way down the little triangle right at the bottom like a larger part that comes out on the left
187880	191480	with like like a square and there's like a bit on top which i could use a bit
191560	194840	um okay all on the left yeah
207320	208360	okay um
210680	215800	so this kind of thing we like to want where they go like a horse in a way i don't know so there's
215800	222520	like a long body that runs from the left to the right which has like a triangle on the left hand
222520	230920	side um tilted up and another one on the right hand side is tilted more and only just the tip
230920	237160	touches the rest of the body it has like two legs um on either side as if it's looking that
237800	245000	and then there's in the center um leading upwards there's a triangle there's a square attached to
245000	252120	that leading kind of forwards towards the left
252120	259240	so
267960	277240	okay um so right at the top of this one there is a triangle with the point pointing left it's quite
277240	285080	small and there's a longer body which runs down to the bottom but the tip of the triangle at the
285080	293000	top is like the leftmost point aligned with a kind of tilted square which is near the bottom
293800	297880	the rest is kind of like a i don't know how to describe that shape this is like a
298760	303080	something longer a lot longer shape that has three things protruding out to it to the left
303080	310920	the middle one has this like you square since you want it
326200	332440	okay this is some of the one we had before um where to me it looks like someone
332440	339080	writing some sort of animal so there's the um there's a triangle at the far right which is
339080	344760	slightly tilted down and totally just attached to the rest of the body um there had less looks
344760	350760	like it has as you have two legs but mildly jumping move towards the left the far left side
350760	357080	there's like two triangles and protruding they're coming up from the middle there is
