start	end	text
0	17960	it's the really simple guy it's not it's probably got like a 401k he's gonna
17960	33960	retire so I don't know a wife and kids maybe the rainbow soccer ball I do so
33960	56960	sad rabbit yeah that's so true that's the beautiful
56960	76680	mountain not the drinking one the garden one it's the guy with the ball facing
76680	93120	laughs yeah yeah it could be a ball it could be the top hat man he took off his
93120	110360	hat it's the horse with the flat but for horse that's what is known by let's call
110360	138520	him Darryl Darryl Darryl it's karate dancing guy with the black belt it's
138520	149360	the shitting goose this poor goose I mean that's all they do like they just poop
149360	173360	everywhere it's the drinking it's the house with the tree
179360	198840	it's the praying guy but like he's squatting he's not on his knees his hands are out to the
198840	217760	right they come together yeah it's the TV stands
228840	241720	it's happy to our guy yeah I can see that
241720	254120	it's the angry policeman
254120	275560	oh it's it's not the guy doing the wall set it's the other one with his hands out like
275560	291600	on their knees yeah the guy that looks like the bear with the smelly towel
305560	318440	it's it's not Darryl the horse it's the other horse with the tail oh you get to pick that one
318440	331880	it's the sad guy on the chihuahua
