start	end	text	trial
13920	15920	Karate guy	1
15920	34680	Oh, it's the angry policeman	2
51760	53760	It's the TV stand	3
68320	70320	It's it's John	4
75440	77800	Johnny, the horse with the tail	4
90880	93760	It's the guy with the bowl of ramen noodles	5
106960	108960	Oh, it's the happy horse guy	6
106960	141760	It's the drinking fountain	7
141760	143880	Oh, it's the guy with a smelly towel	8
145640	147640	The goose could have pooped on them	8
147800	151280	The bear the bear guy, yeah	8
151280	175680	Ronaldo	9
175680	177680	That's the beautiful garden fountain	10
192200	197440	It's the guy praying on their knees, he's not doing the wall sit	11
197600	199600	It's Darrel	12
227800	230480	Oh, this is Daniel	13
233480	235480	Sad sad Daniel	13
236880	238880	Maybe I'll lighten up soon	13
244480	247280	Yeah, okay, this is bugs bunny	14
258440	261840	Oh, this is wall squat guy	15
268480	270480	His legs gotta be hurting by now	15
279680	281680	Oh, it's the goose	16
297840	303640	It's the really simple man, with the 401k and the wife and kids	17
312400	315720	Oh, and it's the house with the tree	18
