start	end	text	trial
0	14560	Okay, it's the really simple guy with no arms.	1
14560	20360	The one who's like praying kind of thing too.	1
30080	35200	Okay, this is like the tall one with the square bouncing on top.	2
35200	37600	It doesn't look like a person or a dog.	2
37600	37920	Yeah.	2
47360	50720	It's the guy who looks like he's begging.	3
51600	55920	He's got his arms cupped, but he's not on his knees.	4
55920	56960	He's like squatting.	4
56960	61840	He's got like his knees bent to the right and the left.	4
61840	64080	Yeah, just to the right.	4
64720	65680	Yeah, yeah.	4
65680	66240	There we go.	4
77200	78400	It's the guy with the ball.	5
82080	84400	Oh, the guy with the balls on the left?	5
84400	84900	Yeah.	5
86960	99840	It's the horse with the flat butt.	6
117840	123840	It's the happy guy riding the Chihuahua.	6
140320	145840	Okay, it's the same guy begging, but instead they're on their knees.	7
147680	149200	With the double diamond head.	7
149200	149840	Yeah.	7
161040	162880	It's the guy with the smelly towel.	8
163520	164880	The one we had last.	8
165680	167440	The one that I think looks like a bear.	8
167440	167840	Yeah.	8
176960	186560	Okay, it's the dog with his tail sticking up.	9
188720	190400	He doesn't have a flat butt.	9
190400	197840	The other one.	9
207440	212320	Okay, it's the guy who's got a really long stride.	10
213520	216080	He's pointing to the left.	10
216080	216580	Yeah.	10
217840	219360	Square head balancing.	10
219360	219860	Yeah.	10
224960	225840	He looks angry.	10
230880	232240	It's the house with the tree.	11
233440	234320	I like this one.	11
235040	236000	It's nice and simple.	11
236880	238800	I would put my fountain next to that tree.	11
249840	251920	It's the sad, sad rabbit.	12
253040	254160	The sad rabbit.	12
254160	256080	With the two triangles on his head.	12
259760	261120	He's like chilling.	12
261120	261620	Yeah.	12
266000	273280	It's the beautiful fountain.	13
275440	275940	Oh, yay.	13
278400	278900	Yeah.	13
288960	290160	It's the shitting goose.	14
290160	297440	Yay, I like this one too.	14
308880	311600	Okay, it's the sad guy on the chihuahua.	15
311600	312320	He's riding.	15
312960	313760	He's sad.	15
314960	315460	Yeah.	15
316720	318960	The goose probably pooped in his fountain.	15
320160	320660	Yeah.	15
324880	333440	It's the karate dancing guy.	16
333440	333940	Um, wait.	16
333940	335440	Karate dancing guy.	16
335440	335940	Oh, yeah, yeah, yeah.	16
335940	337040	He's like turning to the right.	16
337040	337540	Yeah.	16
337760	338260	Yeah.	16
344160	346560	I bet he's got a black belt on, but we just can't see it.	16
346560	351040	It's like the soccer player.	17
352160	353040	It's like a what?	17
353040	355840	The soccer player with the soccer ball on his back foot.	17
355840	356340	Oh, yeah.	17
359680	360340	Once he hits.	17
367600	370480	It's the, um.	18
370480	371840	It's the TV stance.	18
