start	end	text	trial
0	23480	Um it's the TV stand.	1
23480	30480	It's the happy guy riding the chihuahua.	2
30480	31480	Yay.	2
31480	32480	It's the sad bear with the smelly towel.	3
32480	33480	Yeah.	3
33480	65480	It's the simple but secretly super emotionally complicated guy.	4
65480	66480	He could be a monk.	4
66480	67480	Yeah, I see that.	4
67480	68480	I feel like a lot of these guys are monks.	4
68480	69480	Yeah.	4
69480	76480	It is the running karate guy who's way more chill than the policeman guy.	5
77480	78480	Daryl.	6
78480	79480	Daryl, I know who that is.	6
79480	80480	Oh, Daryl.	6
98560	111560	We should get so good at this and just name everything if we get like 20 rounds.	6
111560	121280	It's the fountain, it's not the garden fountain, it's the drinking fountain.	7
122280	125280	It's the rabbit.	8
125280	141080	Oh, Mr. Bugs, Bugs Bunny.	8
141080	170080	Oh, it's squat man, the guy who's doing the wall sit	9
160000	170080	It's the less try-hard guy, the one who's also praying, but he's just sitting there.	10
181080	184080	It's our really aggro policeman.	11
184080	199080	Oh yeah.	11
199080	217080	It's your garden fountain.	12
217080	219080	Oh, it's the Shitting Goose.	13
219080	232080	Yay.	13
232080	234080	It's the bowl man.	14
234080	235080	The what man?	14
235080	237080	He's holding his bowl on the left.	14
237080	239080	Oh, yes.	14
239080	242080	What's in the bowl?	14
242080	244080	I think it's like water.	14
244080	248080	Maybe it's like...	14
248080	249080	Ramen noodles.	14
249080	253080	I don't know, is it a bowl or is it like a big bowl?	14
253080	255080	It's Ronaldo.	15
255080	270080	Ronaldo.	15
270080	272080	Oh, it's Johnny.	16
272080	279080	John.	16
279080	281080	He's so happy.	16
281080	291080	It's the house with the tree.	17
291080	304080	Oh, it's the sad guy riding the horse.	18
304080	306080	I think he needs a name too.	18
306080	309080	Okay.	18
309080	311080	You get to pick it out.	18
311080	316080	It must be a sad name though.	18
316080	323080	What's a sad name?	18
323080	325080	Did you pick it yet?	18
325080	334080	No, I'm trying to think of sad names, but I also don't want to offend anybody.	18
334080	336080	Okay.	18
