start	end	text	trial
0	29000	Awesome, you said it looks like a house with a long rectangle to the right of the house.	1
29000	54000	This is the guy with the tuxedo hat, the tuxedo hat.	2
59000	77000	Uh, this guy is the one that's walking, and it's left leg, it's left foot, and it's like, picked up.	3
77000	89000	Um, but it's like, yeah.	3
89000	109000	Uh, this one is the one that we called, uh, Angel.	4
109000	129000	Uh, this one was the paper boat with the diamond on top.	5
129000	135000	Uh, this one is the one you said it looks like a well.	6
135000	157000	Uh, this one is the one that's, uh, it was doing that ballet move that you were talking about.	7
157000	173000	Oh, yeah.	7
173000	182000	Uh, this is the one that, uh, I guess I said it looked like a gob, uh, but whoops.	8
182000	186000	Oh, sorry.	8
186000	193000	That was an accident, but yeah.	8
193000	211000	Uh, this is the kid that's riding an animal.	9
211000	232000	Uh, this is the one you said it looks like a diagonal, it's, it's an animal shape, but it's almost diagonal, uh, with a small triangle as its base.	10
232000	236000	Um, this one is the one on the toilet, I think you said.	11
236000	237000	On the what?	11
237000	243000	On the toilet, or a chair.	11
243000	258000	Oh, yeah, yeah, yeah, yeah.	11
258000	266000	Uh, this one you said it looks like it was holding out a plate or a dish to the left.	12
266000	273000	Okay.	12
273000	281000	Nice.	12
281000	303000	Um, this one is the one that, uh, instead of having a diamond for a head, it has two heads, uh, two little triangles, and it's holding like a book.	13
303000	318000	Um, I think you said it was basically, it's kind of like leaning on one leg and one right leg is like stuck out, um, almost as if it's pulling out like a disco dance move.	14
318000	331000	Um, let me know how that goes.	14
331000	333000	Uh, it looks like a flower.	15
333000	349000	Okay.	15
349000	377000	Um, it's just like what you said, it was like, the head is a diamond, and then its body is like, yeah, I mean, share those shoulders, but the arm is hanging and it's just a body pushing.	16
377000	399000	Alright, and then this one is similar to the last one, except it's like the body is like a square on the left, but on the right it's like a jagged line.	17
399000	413000	This one is the one that you said was doing like a yoga move.	18
413000	416000	Awesome.	18
416000	417000	Nice.	18
