start	end	text	trial
0	14800	Okay.	1
14800	15800	Sounds good.	1
45800	57280	Okay, so it's the one where it looks like the guy is walking, he's standing on his sort	1
57280	64840	of right foot, and he has like a little foot up to the left, and he's sort of pointing	1
64840	65840	to the left as well.	1
65840	66840	Okay.	2
95880	98880	Okay, it's the one that sort of looks like a flower.	2
101880	106880	Um, yeah.	2
116880	120880	It's the one that looks like a little kid riding a dog.	3
131880	140880	Um, this one, I think you said it looks like a crab.	4
152880	158880	This one, it looks like a guy doing like yoga, like he's leaning back over his left leg,	5
158920	165920	and he has a really thick left leg and a thin right leg, and he's sort of pointing upwards.	5
176920	181920	Um, what do you mean by yoga?	5
181960	192960	Okay, um, he has like a thick like left leg that's made with two trapezoids, and his	5
192960	201960	head is a diamond, and there's sort of like a bit of like a backward C shape between like	5
201960	206960	his leg and his head, where he's sort of leaning over his leg, and then there's a triangle	5
207000	218000	on the right, and like a little diamond on the right also that sort of looks like an	5
218000	221000	elbow to me.	5
224000	227000	Okay, this is probably not right.	5
232000	235000	Oh wait, I had that one.	5
235040	237040	Sorry.	5
242040	245040	Okay, this one sort of looks like a whale.	6
246040	251040	It's just like a big square, and then like a little tiny rectangle, and then a little	6
251040	254040	triangle on top.	6
265040	276040	This one looks like a house, like with a hay bale on the side, or like a really long chimney,	7
276040	278040	yeah.	7
278080	295080	Um, it's like, it has a little diamond head, but then the rest of it is sort of a shape	8
295120	308120	more than like a, more than like a body, um, the like, it's like most of a rectangle, and	8
308120	314120	like there's right angles, like most of a square on the left sides, but on the right	8
314120	320120	side there's like a sort of jagged line instead of like more right angles.	8
325120	329120	Okay, this might be wrong though.	8
329120	331120	Oh, okay.	8
341120	347120	Um, it sort of looks like he's sitting on like a toilet or he's a throne or something.	9
348120	351120	Oh, that's a good description.	9
355120	370120	Um, this one is sort of, it's more of an animal than a person, and it's sort of like diagonal,	10
370120	377120	um, like he comes from like the top left corner down to the bottom right corner of his square,	10
377160	386160	um, and he's just sort of like, he's got like a little triangle head and little triangle	10
386160	389160	feet, yeah.	10
398160	403160	Um, instead of having a square for a head, he has two triangles and he looks like he's	11
403160	405160	reading a book.	11
407160	426160	Um, he's got a diamond head and then like his body is sort of just like a mass, like	11
426160	436160	he doesn't have any clear arms or shoulders or legs, he's just sort of like a guy, yeah.	12
437160	450160	Um, I think you said that this one looked like an angel.	13
450200	468200	This one is the guy who kind of looks like he's wearing a top hat with a long nose and	14
468200	473200	then two little feet that are triangles.	14
480200	490200	Um, it kind of looks like a boat or like a little like hat you make out of newspaper	15
490200	493200	in elementary school with a diamond on top of it.	15
493240	512240	Um, he's sort of standing on one leg with his back leg like kicked out sort of, almost	16
512240	515240	like he's doing an arabesque in ballet.	16
516240	519240	Um, yeah.	16
523240	537240	Um, he's standing on one leg again and sort of pointing backwards, he's sort of pointing	17
537240	540240	to the right, yeah.	17
540280	559280	Um, he sort of looks like he's holding a plate or something, um, on his left side.	18
