start	end	text
0	25000	The dog riding on top of the other dog.
25000	54000	The one that you struggled with.
54000	61000	The diamond head with the straight line back on the left.
61000	73000	The right hand sticking out farther.
73000	89000	The graduate row person.
89000	104000	The cactus.
104000	122000	The dog with no tail, long body.
122000	141000	The figure praying, facing the right, kneeling.
141000	157000	The banana.
157000	174000	The figure holding the square.
174000	192000	The pineapple.
192000	210000	The person sitting on the floor, back against the wall.
210000	228000	The yoga pose.
228000	246000	The telephone.
246000	262000	The dog with the large frontal legs.
262000	279000	The rabbit.
279000	294000	The blow dryer.
294000	308000	The podium.
308000	333000	The submarine.
