start	end	text
0	2000	You
18160	20160	banana
30000	40000	Uh, graduated robes.
40000	57000	Uh, triangle head holding a square.
57000	81000	Uh, dog with, uh, bigger frontal legs than triangle tail.
81000	96000	The phone.
96000	99000	The phone?
99000	112000	Yeah.
112000	127000	Yoga pose.
127000	142000	Suffering.
142000	161000	Uh, woman praying.
161000	166000	Uh, diamond head, uh, a square which is full on both sides.
166000	183000	Uh, hats are outstretched further than the legs to the right side.
183000	203000	Uh, podium die.
203000	217000	Blow dryer.
217000	234000	Cactus.
234000	249000	Dog on a dog.
249000	267000	Uh, man leaning against a wall.
267000	284000	Dog without a tail, long body.
284000	297000	Pineapple.
297000	300000	Rabbit.
300000	302000	Which one?
302000	304000	Rabbit.
304000	319000	Okay.
319000	346000	The one I struggled with.
349000	359000	Okay.
359000	361000	Okay.
