start	end	text
0	13520	am I speaking or listening okay okay cool
31000	37720	Joseph can you hear me yeah can you hear me yeah you're low but I can hear you
37720	44120	okay I think I just listen okay to me this looks like so there's a kind of
44120	49600	like parallelogram on the left and then on the right it looks like a head it
49600	53680	kind of looks like an animal but it's facing towards the right like it's
53680	60360	looking toward the right and it looks like it's a kind of like yeah so on the
60360	64680	right has like a long rectangle and then a triangle attached to the rectangle
64680	73160	pointed down so that's on the right and then on the left it's sort of like oops
73160	84120	wait Robert am I allowed to talk back oh I didn't know that okay okay Joseph so
84120	89440	this is like there's a diamond head on the top and then it looks like it's
89440	93920	pointed to the right like it's kind of a triangle right below the diamond head
93920	97640	pointed to the right oh does it look like does it look like a man reading a
97640	102600	book and crouching a little bit no it's not that one it's one with and then on
102600	106160	the bottom right there's one triangle pointed down on the bottom of the
106160	112600	picture on the right on the bottom right corner of the picture there's a upside
112600	119360	down triangle yes it looks like he's like kicking out yeah okay
119360	134600	yeah okay this one is sort of it's it's like it's like a long rectangle person
134600	141600	diamond head again there's a upside down trapezoid on the left side it almost
141600	147280	looks like it's like kind of like a candle it looks like the body of the
147280	151200	sort of candle there's a diamond does it look like a little bit of like a
151200	169960	toilet like a fancy toilet okay this definitely just looks like a man on the
170200	178600	walking okay okay wait but it's not the guy with the arm pointed out to the
178600	182400	right it's a guy with it pointed out to the left it looks like he's like taking
182400	186000	a big step forward yes
186000	200120	okay this looks like two diamonds stacked on top of each other on the top
200120	206840	is a rectangle okay it's like it's like a double dreidel yes okay
216000	228760	this is sort of like it's like a coffee table that's been flipped upside down on
228760	232240	the right and then attached to the flipped upside down coffee table
232240	237640	there's a triangle on the left so it's a left triangle and then it's a coffee
238640	248160	triangle does it sort of look like a measuring device wait can you describe
248160	254640	it again so in the bottom left of it it looks like a triangle okay it looks like
254640	259120	a triangle with a right angle attached to the triangle is like a long rectangle
259120	278280	with two legs pointed out and like is the leg on the right cut off yeah this
278280	283880	looks like a woman sitting down it looks like she has like a cool hat or
283880	290280	hairdo on she's like sitting down her her head is facing downward a little bit
290280	296360	oh like a little like a big rabbit yeah okay
305440	310520	okay this looks like really similar to the man walking before remember the man
310520	316840	step forward yeah similar to that except for he's pointing to the right pointing
316840	324520	to the right okay like he has a triangle point to the right mm-hmm okay
325120	337040	okay big arrow house do it okay
337040	356000	all right this one sort of looks like somebody sitting down again their feet
356000	360720	are on the left side on the left side is a sort of trapezoid
360720	366400	are on the left side if it was a person sitting down their feet are on the left
366400	375760	side and their head oh like they sort of have like wings yes exactly okay oh damn
375760	380800	sorry no no no I see what you mean
385400	389800	okay this looks like somebody kneeling and maybe reading a book there's a
389840	397720	triangle they have like a little leaf head like a little leaf on their head no
397720	403040	just a diamond head no it's not the one with the book sort of it's a diamond
403040	408600	head okay and it looks like they're like offering something out with their oh I
408640	425840	see it and their feet are going up behind them yeah okay this is like long
425840	433240	rec long chimney kind of on the left long Timby well not on the right on the
433240	439560	left what looks like Timby I said chimney oh chimney but not not the house
439560	451560	not the house oh fuck it's okay sorry I'm sorry describing yeah okay somebody
451560	455680	flying or falling it looks like their arms are out to their side diamond head
455680	460560	okay like an angel yeah okay
472120	480800	okay two trapezoids on either side and a long kind of rectangle oh yeah does it
480960	486000	look like the fountain in the in the yeah okay
496160	502200	okay it's like a big sort of parallelogram on the top and then on the
502200	505760	bottom a long rectangle on the left is coming out of it
505760	511640	big parallelogram on the top is a mostly a parallelogram and then a
511640	517640	parallelograms like a diamond right um it's like I think it's like two parallel
517640	522640	lines it's like it's like a rectangle that oh yeah oh nevermind yeah okay the
522640	528320	one where the long rectangle is coming out of the bottom okay wait can you
528320	533240	describe it again yeah so it's the parallelogram and then toward the
533240	537800	bottom left corner of the parallelogram a long track a long rectangle is coming
537800	544160	out of it and then does it curve back in yeah it's like a door handle right yeah
544160	546880	okay
546880	563680	okay this looks like a man riding a horse or like a dog okay is he looking
563680	568160	down yeah okay
577160	581040	all right this looks like a man reclining with his knees bent he's
581040	586240	looking down into the left he looks like what a man reclining with his knees bent
586240	595880	he's looking down into the left okay and you look sort of sad yeah okay
595880	624440	okay house chimney on the right big chimney yep the one that you okay okay
624480	630040	this looks like a person and on their left side it's all straight like their
630040	635680	body is straight on the left and then on the right it's like sort of it's like all
635680	642160	angular on the right and their head is a diamond is it too wait say it again so
642160	650280	diamond head but then the body is weird on the okay okay yeah
654440	668280	okay this looks like it's like it's like an upside down trapezoid with two arms
668280	675760	sticking out of it oh yeah like a little upside-down crap yeah okay
684440	695600	okay this is sort of like if you had a line that pointed from one corner to the
695600	701520	other corner the top left to them it's like it's like only in the middle it's
701520	706520	like slices the image in half let me describe it better it looks like an
706520	711820	animal kind of there's a triangle the top then a trapezoid then a parallel
711820	716620	then another triangle and it goes from the top left to the bottom right just
716620	721420	think of something that's mostly a line from the top left to the bottom right I
721420	735900	guess oh it looks like like like its neck is stretched out okay so the top left is
735900	744480	like a triangle yeah okay and then the bottom right is like another part of a
744480	758440	triangle is also sticking out a right a right triangle yeah Richard oh never
758440	768040	mind oh so I'm so sorry could you turn down the volume slightly on Noah's sorry
768040	777540	about missing your name yes it looks like somebody who like tripped and is
777540	782920	falling forward diamond head it looks like they have a tail almost and the
782920	794320	tail is an upside-down triangle and is falling forward yeah which diamond head
794320	800200	diamond head their body is like it's like a rectangle that's pointed to the
800200	807800	right and they have a tail a rectangle look for a diamond head that's sort of
808400	815760	sort of off-center to the right a diamond head off-center to the right off-center
815760	827040	to the right oh and a triangle for a tail triangle or like the end of the
827040	833280	tail is an upside-down triangle the tail is an upside-down triangle okay so it
833280	838440	looks like a like a little creature holding a plaque behind it too right I'm
838440	842240	just gonna go with it oh yeah never mind
849480	854680	okay this looks like somebody whose knees are bent to the right and they are
854680	862080	holding out something knees are bent to the right and it's similar to what we've
862080	867120	done before but it's back is straight it's okay it's straight yeah oh fuck I
867120	870560	didn't mean to press that I didn't mean to press that button that's the one that
870560	877760	I meant to go for I knew which one you were talking about okay okay this looks
877760	883360	like a dog it's like running to the left and it's carrying like a desktop computer
883560	897400	a dog running to the left you said yeah does it sort of look like a llama
897400	902400	skipping to the left I wouldn't say it looks like a llama its neck isn't super
902400	909480	long it looks like it looks like a dog it's not the llama it's look for it has
909480	916040	a parallelogram and a square it's carrying on its back a pair wait is its
916040	928240	back does it it has a dog I think it looks like a dog but let me describe it
928240	932120	in a different way then oh wait does it sort of look like oh I know what you're
932120	935840	talking about so it sort of looks like the other one where someone was riding
936040	940800	on the dog except there's a gap between the person and the and the thing that
940800	948560	it's riding it looks to me it looks like a like a kind of like a keyboard and a
948560	956320	desktop screen on its back is the tail a triangle yeah okay
964600	972280	okay diamond head underneath the diamond head is a triangle pointing up and the
972280	981880	body is like a long horizontal shape diamond head it looks like somebody
981880	988520	sitting down to meditate with their knees out to either side okay or like a
988520	993400	secretary behind a desk exactly okay
1003160	1012200	okay there's a lot going on in this one there's two fragmented triangles does
1012200	1018760	it look like it's playing hockey sack I don't know like juggling something on
1018760	1038720	its knee okay it's like a triangle a diamond head the body is beneath the
1038720	1044280	triangle head the body just looks like one big mass okay they're like solemn
1044320	1059400	yeah okay okay that one's sort of creepy I don't mind okay this one is one that
1059400	1063480	you accidentally chose before it looks like some kind of dinosaur with a flag
1063480	1080720	that it's carrying behind its back okay I feel like we're doing really good
1081280	1093960	yeah okay this looks like a sphynx like a what sphynx a sphynx oh yes okay or like
1093960	1109560	one of those like long neck dinosaurs right yeah okay okay this looks like a
1109600	1114200	man offering something out to his left he looks like he's begging or offering
1114200	1120680	his arms are out to his left okay he has like a robe on that's like like like
1120680	1129040	his it like his body looks like the shape of a candle with his arms out is
1129040	1144440	there like a droop below him like a square yes okay this looks like somebody
1144440	1153760	who's a hunchback her head is a triangle to the left her back triangle to the
1153760	1161040	left she looks like she's stooped over to the left but she's standing oh does
1161040	1165840	it look like she sort of has like a little book at the bottom yeah
1165840	1183720	okay this is like somebody figure skating or doing a dance move oh yeah
1195840	1203960	okay this is somebody with her arms out stretched and she's sitting down her
1203960	1210120	knees are on the floor and her feet are behind her to the left and her arms are
1210120	1215680	out she looks like she's flying sort of but she's sitting down like she's like
1216240	1226640	almost like her knees are on the ground whoops wrong one oh I feel like we did
1226640	1233520	that one before okay this looks like a guy with a top hat he's wearing a top
1233520	1241520	hat he has a trap but he has a parallelogram on the oh yeah I see him
1242520	1263320	okay this is the llama from before it's okay dog long neck like skipping the
1263320	1279000	front leg is longer okay okay this looks like somebody with their arms up
1279000	1283720	their arms are sort of like triangles that point up their head is like a
1284680	1295400	does it sort of look like a flower yeah okay like a big claw yeah that's what I
1295400	1298600	thought of when they showed it to us
1299600	1321440	whoa um hey Robert thank you feeling good does this go a little bit okay okay
1321440	1329960	cool oh okay it's the pillow like we're no I think it's okay I think I just need
1329960	1332920	to stretch a little bit
1334840	1342000	I shouldn't have put my hand on no it was perfect sorry if I was moving
1351560	1355280	if you did bring the pillow in would I have to go out of the scanner or
1355280	1357640	something
