start	end	text	trial
2000	4000	The selected shape kind of looks like	1
4440	9400	It's got it's got a diamond head. It looks like it's kind of like a dog perched up to	1
10160	13760	Greet someone or something got like an upside-down triangle	1
14400	16400	Which looks like a tail	1
17040	18520	Oh	1
55360	57360	Okay	1
57360	64000	It kind of this picture kind of looks like a man with walking to the left	2
64000	67080	He's got his toe pointed up to the left a diamond head
71000	73000	Ah
74600	76600	The other
77200	85160	There's a the on the upper part there's a triangle I can go a piece pointing to the left the center is like thin and skinny
86360	94160	And it's got like two looks like legs jetting out at the bottom with it what looks like a toe pointing up to the left
100400	102400	Okay
106480	110240	Okay, this one's a little bit more abstract
113440	116440	It's on the bottom to the
117000	118440	met
118440	124680	It's kind of like a slab and then to the right is like a triangular piece hanging off and then on the top
124760	127880	there's a tilted square on the left part and
128160	130160	And
131720	136600	Triangle piece on the right it's in skinny in the center kind of like the one before
140400	147080	The I could kind of look like it's like a horse rearing up or something like that but
158840	160000	Ah
160000	166840	This looks like a long dog without its front legs facing to the left
168880	175360	It's got a triangular head and one what looks like one triangular foot or leg on the bottom right
175360	177360	Um
186360	189880	It looks like someone praying looking to the right
191200	194680	Kind of like they're almost half they're on like they're bending on their knees
194680	201520	They're like bending over a little bit and they it doesn't have it does it's not the one with the extra triangular piece on the left
201520	203520	it's
206320	207560	So
207560	214440	It's just like the person bending over looking like they're gonna give something to someone or pray and they're looking to the to the right
214440	230440	This kind of looks like this is the man wearing a top hat or something it's feet
230440	234440	It's feet are kind of looks like almost you crossing the ankles like two little triangles
237320	241520	With an arm sticking out to the right
245440	247440	I
251640	257720	This one is cement it's completely symmetric on the left and right side it looks like it could be like a little boat or something
257720	259720	Oops
267120	274120	This looks this looks very clearly like someone sitting down looking to the left maybe
275480	278000	You can see their foot on the left
278640	283080	Tilted to the upward and look at their head if it's like the triangle thing of the time
283080	285440	I'm sorry the square thing at the top looking down a little bit
286440	289960	So sitting facing the left
300720	302720	This is another kind of
303200	311360	Little harder to describe it's got it's got a triangular piece on the lower left and then
312040	318280	Well claw like big claw like piece on the up on the like upper right half
320200	324720	It doesn't look like a person or any type or any kind of like
326360	328360	Obvious form
328720	331520	It's got like three kind of things sticking out of it
333080	335080	Appendages I
