start	end	text	trial
0	24060	Okay, so it looks like it's got a person with three middle pieces and a diamond head.	1
24060	29300	The top arm is outstretched to the left. sorry, arm is outstretched to the right.	1
29300	45460	and it's got a little triangle with the point downward on the bottom right.	1
45460	54420	It's square with a long chimney on the left, very simple, it could be like a swan looking to the left.	2
54740	67220	It looks like a square on the bottom with a long, skinny part sticking up, a rectangle on the left.	2
67220	69380	Wait, sorry, can you say that again one more time?	2
69380	73940	A square on the bottom with a long, skinny rectangle sticking up on the left.	2
77300	78180	It's very simple.	2
79060	84100	It could be like a bird with a long neck looking to the left.	2
95780	100980	This one looks like a barn or the house with the silo on the right.	3
102900	104500	Yeah, it's the house one again.	3
108500	122740	This is the bamboo rod with the two pointy parts sticking out on either side.	4
123620	125380	The one on the left is a little high.	4
125940	142820	The person with the arms, parallelogram arms outstretched and diamond head. the person.	5
142820	147940	Is kind of leaning to the left a little bit, just the torso and the arms.	5
156340	158740	This is another person.	6
158740	167140	It could be sitting down looking up and to the left with triangular arm outstretched on the left.	6
167140	170500	And then on the bottom left, it's got an extra little triangle sticking out.	6
170500	171860	It looks like a little mountain peak.	6
173620	180260	And the head is tilted like they're looking upward to the left.	6
180500	187860	And it's got like a big triangle, it could be like a ponytail or something on the right side.	6
192420	194660	Triangle ponytail on the right?	6
195380	195620	What?	6
196340	198180	A triangle ponytail on the right?	6
199780	206180	Yeah, triangular on the, it could be like, it could, alternatively, it could be like,	6
206580	212580	it's got, okay, so it's got a diamond on the very top and then attached to that,	6
212580	216500	it's got like two triangular pieces. attached to the bigger triangular piece,	6
216500	227220	it's got the base, which has a little mountain peak on the bottom left.	6
236820	247220	This looks like the dog without front legs.	7
247220	268660	It's the simple C shape with an extended top part, parallelogram on top,	8
268660	274260	and then a skinny rectangle going to the bottom on the left.	8
277700	281220	It's like a C facing to the right.	8
283140	283620	A C?	8
284420	284820	A what?	8
285460	287620	The letter C, okay, okay, yeah.	8
289300	292260	It's just. the top part is like a long parallelogram.	8
292820	308820	It looks like it's like some kind of water fountain with the diamond on top, with the diamond on top.	9
313860	314660	That's, yeah.	9
322660	333060	It looks like a person holding something with a little triangular	10
333060	338340	head that comes off at a point when it attaches to the rest of the body,	10
338340	343700	and they're holding something, holding a diamond square thing on the, yeah.	10
353220	361540	It looks like a dog jumping up to the right, looking. it's got like an upside down triangle	11
361540	363300	for a tail and a diamond for a head.	11
367940	371300	It's looking up to the, it looks, yeah.	11
371700	387540	It looks like it could be a horse rearing up like vertically to the right,	12
390100	395540	or it could be just like a parallelogram base attached to another parallelogram	12
395540	400580	and two little triangles sticking out on the, on the right, one on the bottom, one on the top.	12
401540	409300	And then a square, a slightly tilted square head on the top left.	12
414340	420580	It kind of looks like a horse rearing up to, rearing up like 90 degrees.	12
431460	435780	This one looks like an ornament.	13
450820	456660	This is a, looks like a person with two triangular little feet crossed and a top hat	14
456660	458740	and an arm outstretched to the right.	14
461300	477780	Um, it looks like some, some person standing on one leg with like a tail outstretched to the,	15
478660	481060	um, right and two...	15
491460	495700	A person sitting down facing to the left looking a little sad.	16
495700	500340	Got a foot on the left stretched out, tilted a little upward,	16
500340	502500	the head and the diamond tilted a little bit down.	16
503540	507220	It's just like someone sitting down, it could be like grabbing their knees or something.	16
507220	525060	A symmetrical geometric shape with two little arms sticking out on the left and right side.	17
525060	526820	It's like a base plus, yeah.	17
526820	543620	Um, this got like a, it looks like it could, it's, okay, another abstract one.	18
543620	547860	Um, on the top, it kind of looks like it could be a flower bud or something.	18
547860	552820	And then it's got a longer skinny piece sticking out on the bottom right.	18
553540	558740	Um, the top looks, it could be a claw or like a tulip or something like that.	18
559620	566900	Um, and then it's got like a thinner parallelogram sticking out, um, on the right, bottom right.	18
