start	end	text
0	2000	You
7780	9780	You
30000	33000	We're on the ground, looking to the bottom left.
51500	54000	Figure 8 with a square on top.
60000	71000	Swarm with the bottom left triangle.
84000	86000	Track this.
91000	94000	Oh, cactus. Sorry.
102000	105000	Um, animalistic. Need on ground.
105000	121000	Angel with wings, looking up.
130000	132000	It's looking up?
132000	137000	Far right, at the square at the one that you described as an angle.
152000	154000	Upside down, Al.
162000	179000	Um, 2 feet 1 off the ground. Olympic left.
182000	184000	One leg off the ground?
184000	186000	Yep.
192000	217000	Kneeling all the way. Both feet on the ground.
217000	219000	Landline.
234000	239000	Uh, diamond with the right triangle.
247000	249000	One leg on the ground.
261000	263000	Ah, that's...
263000	278000	Um, one-legged dancer.
278000	295000	House with a silo, quarter, half.
308000	316000	Buddy, he's slumped over.
316000	318000	Two ears.
318000	320000	One ear, buddy.
330000	332000	Uh, scalloping pony.
332000	334000	One ear, buddy.
345000	348000	Uh, scalloping pony.
362000	366000	Uh, on the ground. Uh, the shin's up, crouched over.
392000	400000	Okay.
