start	end	text	trial
0	28000	Okay, so this is like the graduate in a gown facing the left in their graduation robes.
28000	48000	Okay, so this is the one thing done with a triangle head and it's holding a square in its head.
48000	63000	Okay.
63000	74000	So this is the picture of a man like leaning against the wall with his legs outstretched towards the left. His back is leaning against the wall, his head is slightly forward.
74000	86000	Okay.
86000	95000	Okay, this is a man on the podium like giving like a speech or something. There's a mini triangle on the right hand side.
95000	109000	Alright.
109000	122000	So this is the picture of a woman. Actually, I have a question. Can you describe the bottom right picture for you?
122000	123000	What?
123000	127000	Can you describe the bottom right picture for you?
127000	135000	The bottom right is a man, it's the man on the floor with his legs to the left.
135000	141000	And the hands are outstretched to the right.
141000	143000	Oh, hands are outstretched to the right.
143000	146000	Yeah, so are they kneeling?
146000	148000	Uh, yeah.
148000	150000	And the legs are pointed upwards?
150000	151000	Yeah.
151000	152000	Yeah, it's that.
152000	163000	Okay.
163000	166000	Okay, banana with a diamond on top.
166000	182000	Alright.
182000	188000	So this is a dog without a tail facing the left.
188000	203000	Okay.
203000	222000	So this is a dog with another like animal on top of it like riding. This other animal has a square on top of it and a rectangle. But it's a dog, it has a tail.
222000	240000	So this thing is also like a dog. It has a diamond head. The front legs are bigger. It's like sort of resting on them as a triangle. It has a tail with a triangle on the left.
240000	242000	So this is a rabbit.
242000	258000	Okay.
258000	278000	It's a cactus.
278000	281000	That's the suffering.
281000	296000	Okay.
296000	300000	Last picture, I struggled with a lot last round.
300000	316000	Alright.
316000	331000	Pineapple.
331000	337000	So this is a picture of it has a diamond head. It's a person standing on one leg.
337000	352000	They're doing a yoga pose.
352000	372000	So this thing has a diamond head. It has a flat surface on the left hand side and immediately below the head. And on the right hand side, it is like a hand outstretched and there's a leg as well but the hand is further out than the leg.
372000	384000	Okay.
384000	405000	This is a hair dryer, the blow dryer.
405000	409000	This is the phone.
409000	410000	What?
410000	435000	Okay.
435000	444000	Okay.
