start	end	text	trial
0	16060	Nope.
16060	42660	Yeah, it sounds good.
47060	71060	So, um, it's a picture of, um, it's like a woman, um, who has, like, one leg outside.
71060	80060	Um, that one leg is pointed, like, downwards, um, 45 degrees towards, um, the bottom right of the square.
80060	94060	Um, there's a triangle on top, it's, um, sorry, there's a diamond on top, which is, like, the head, and it's, it's, like, standing on this woman.
94060	97060	Like, it's standing on, like, one corner.
97060	102060	Um, uh, no, uh, it's another one, it's not that.
110060	117060	Okay, this time it's, like, someone, um, riding an animal, maybe it's, like, a dog, maybe it's a horse.
117060	121060	Or, really, you could say it's a dog riding another dog.
121060	126060	Um, you can also speak, so you can ask me before you.
126060	127060	Oh, okay.
131060	134060	Does it look like there's, uh...
134060	137060	It looks like two things riding on each other.
138060	145060	Okay, is there, like, um, like a small triangle at the end that looks like a tail?
145060	147060	Yes, yes, you're right.
147060	149060	Okay.
152060	154060	Perfect, yeah.
156060	169060	So, it's, uh, okay, I'm not sure if you remember what you selected for the first time, but, uh, that's what it is now.
169060	170060	Oh, okay.
170060	175060	It's that triangle thing, but it's exactly what you selected the first time around.
175060	177060	Alright.
179060	181060	Perfect.
186060	193060	Okay, this looks like, it's the closest thing there is to a tree there, it looks like a piece of cactus.
193060	198060	Um, there are very sharp edges, like, something like axes on both sides.
201060	204060	It looks like a piece of cactus.
206060	209060	Is it, like, it's, like, flat on the side, though?
209060	216060	It is, uh, it is flat on these sides, um, it's like there are two, uh, triangles which are somewhat cut on these sides.
216060	218060	Okay.
220060	222060	Perfect.
228060	231060	Oh my god, okay, this is complicated, right?
231060	236060	Um, think about the square as representing the head of, like, someone, right?
236060	241060	This is a picture, um, okay, this is going to be hard, right?
241060	255060	But, suppose, like, the tail part of it, right, is at the top, so it's weird, and the head is at the bottom, the head is, like, square, um, I think there's only one picture in which the square is at the, like, bottom.
256060	258060	Okay.
258060	266060	And is there, like, a small triangle at the top?
266060	269060	Yes, exactly, you're right.
269060	293060	Okay, this looks like a swan, basically, like, uh, there's a rectangle, and on the left-hand side of the rectangle, you have, like, um, well, the swan's head coming up.
293060	295060	Can you repeat that?
295060	300060	Well, uh, so this picture, like, is very basic, it looks like a swan.
300060	301060	Like a what?
301060	303060	A swan, like a...
303060	305060	Oh, a swan?
305060	311060	Yeah, or like a goose, or like any, like, water-based animal, with a long neck.
311060	314060	Oh, a sloth, like the animal, oh, okay.
314060	317060	Um, like a goose.
317060	321060	Oh, wait, I actually pressed the wrong button.
321060	323060	Oh, yeah, no worries.
323060	340060	Okay, so this looks like, um, with the square on top there being a head, it looks like someone, um, who's leaning against the wall, but they're seated, and their legs are in front of them.
340060	342060	You can describe the picture as well.
342060	345060	Their legs are in front of them.
345060	347060	Yeah, the legs are in front of them.
347060	349060	Which way, which way are the legs pointing?
349060	352060	The leg, uh, is pointing towards the left.
352060	353060	Okay.
353060	356060	And they're, like, sitting down, almost?
356060	361060	Yeah, they're almost sitting down with their backs leaned against the wall, and their head is slightly...
361060	362060	Slucking down?
362060	363060	Yeah, yeah.
363060	364060	Alright.
364060	390060	Okay, this last, uh, this one, okay, um, it has that, uh, diamond head resting on the top, but, um, the body is slightly weird.
390060	400060	So the body consists of, on the left-hand side, it's a straight line, it's like a square, and on the right-hand side, um, they're, like, this person is really fat.
400060	410060	Um, it's, it's as if they were, it's as if they were facing to their right, and to the left, it's just their back, it's one straight line.
410060	424060	To their right, um, you can see their hands raised forwards, and you can see their, like, yes, exactly.
424060	431060	Okay, this last thing is, um, well, there are two legs pointed towards the top, um, and the head is towards the bottom.
431060	437060	It's as if they're trying to, like, I don't know, stand on both of their hands.
437060	440060	Is there a square for the head at the bottom?
440060	442060	Yes, there's a square for the head, yes.
442060	445060	And is it, it's on top of a triangle?
445060	447060	Uh, yes, you're right, yes.
447060	451060	And there's, there's, like, two small triangles as the legs are?
451060	464060	Exactly, yep, yep, you're right.
464060	473060	Okay, this next thing, um, uh, okay, this next thing does not have a diamond for its head, it just has a triangle for its head.
473060	478060	Like, I'm not sure if you know the Batman logo, it's something like that for the...
478060	479060	The what logo?
479060	480060	Batman.
480060	481060	Oh, Batman?
481060	493060	Um, it, it looks, and it, like, it has a tail that's, um, towards the right-hand side of the box, specifically the bottom right corner of the box.
493060	496060	Uh, okay, and there's, like, there's, like, three spikes at the top?
496060	508060	Exactly, yes, yes, yep.
