start	end	text
0	29360	So it looks like the guy sitting and his back is against the wall on the right and his legs
29360	51200	are out to the left. So it looks like someone's leg is sticking out to the right at a 90. Like,
52720	55760	it looks like they're doing a yoga pose and there's a diamond head.
56640	59200	And is that diamond head resting on two triangles?
60960	66480	It's like standing on one leg and the right leg is like stretched to the right.
68400	70880	But is the head resting on two triangles?
72320	74640	Yeah, there's like two triangles pointing to the left.
86480	98240	So it looks almost like a candle, but there is a small triangle on the right side at the bottom.
102160	104800	There's a diamond top or diamond head.
106400	109200	Oh, it looks like a candle and what, sorry?
110080	117200	It looks like a candle. There's a small triangle at the very bottom on the right side.
117840	121600	The right bottom is a triangle like pointing downwards.
124880	128080	Okay, describe the left side for me.
129040	132160	The left side, there's like a large point.
133040	140480	It's like a rectangle that's been sliced off. So it's like a large point on the left.
140480	151440	At the bottom, it's like a regular stand. It's not fully straight at the bottom.
152000	157120	It's like a platform almost. It's like flat and then there's a triangle at the right.
158080	164400	So is this the one that I would have described as someone giving a speech at a podium?
166880	167380	No.
168320	172000	No, it's not that. So can you describe it differently?
173840	178800	Yeah, so it looks like
178800	192800	a spoon. Imagine there's a spoon or a golf. What's it called? That's not good.
192800	198080	Okay, can you describe the shape for me? Is there a diamond? Is there a triangle?
198080	203040	Yeah, there's a diamond at the top and then right underneath the diamond, there's
203040	215280	a point to the right and then underneath that, there's a rectangle that's pointed off to the left side.
215280	222000	And then there's a large triangle as the base and then a smaller triangle attached to that
222880	230400	underneath that's on the right hand side. Okay, hold on. I'm not really getting this.
231280	237120	Look for like if there's a tiny triangle facing downwards on the right hand side
240000	246640	at the bottom of the square. Okay, you want me to look for a tiny triangle facing
248960	256480	Yeah, it's on the right bottom of the square or of the image. Okay, yeah, I think this is the one
256480	262560	that I asked you like can you imagine that as a person like giving a speech at like a podium
262560	268800	like with that podium being that small triangle like is that what I'm describing? I think the one
268800	275680	you're describing has like a small triangle like sticking out on the right side like in the middle
275680	283120	of the podium. Okay, mine is more abstract than that but it's kind of similar
284080	291920	but no it's not the podium image it's not the podium image it's no it's a diamond head on top
291920	299360	okay yeah it's a diamond head on top right there's a point to the right then there's a point to the
299360	306080	left wait wait what is a point to the right like there's a point facing the right direction
306800	316000	oh okay does that person have like one foot like to the right yeah to the right and then there's a
316000	321760	and underneath that there's like uh another arm like sticking out to the left that's okay
321760	332400	is this image upside down or something is it upside down um okay like I can you describe
332400	335760	the whole image like like is it a dog is it an animal is it a person
337920	340240	uh I guess it could be a person
342960	349760	okay I'm really confused uh let me do this like one one last time okay there's okay the diamond
349760	359760	is the head right right and then there's um and then right underneath the diamond there's like
359760	369040	a point there's a figure pointing to the right of the image and then underneath that there is
369040	376320	um a long bar extended to the left side right and then underneath that there's a large triangle
377040	383520	pointing upwards as the base and it's like it's like flat at the bottom but then underneath that
383520	387440	there is a smaller triangle pointed the opposite direction
388160	395360	okay and the top is pointing down and it's small and it's on the okay I think the bottom right
395360	411520	I think I've got this but bear with me yes that's it I okay I'm so sorry so it looks like someone
411520	418000	is kneeling and they're facing the right hand side and it looks like their hands are like out
418000	425120	to receive something and their feet are like are flat and they're like facing the left like
425120	430880	they're against the wall on the left side and there's a diamond head is the feet pointed upwards
432480	437040	um yeah it could be upwards it looks like they're kneeling on the ground
437040	443200	and they're facing towards the right okay I think I know this but we'll see yes that one
453680	457200	uh the cactus image
467040	476880	so it looks like it's flat on the left and flat at the top and there's a diamond on top of
477680	485760	at the top it's flat what sorry it's there's a like a straight line on the left and a straight
485760	495680	line at the top um and there's a diamond head on top of that uh box looking figure okay and describe
495680	503280	the right hand side for me the right hand side is is very is like cut out and and not not straight
503280	510720	for anything okay can you describe it in terms of a hand or a leg uh yeah I guess there's like a
510720	518880	little like hand on the right side sticking out and it's a hand out like it's a hand out further
518880	524080	than the legs yes okay
532800	542080	the one that looks like a rabbit sitting and facing the right hand side okay
549680	556880	um the one that looks like the podium image that you were describing
559680	560640	with the diamond head
562880	564080	okay got it
564080	580960	uh it looks like there's a little like head on top of a dog the dog is is facing towards the left
580960	583280	and it has a tail on the right
585920	593040	hold on uh the dog is facing which direction um it looks like they're facing the left
593040	597440	and it looks like they have a little tail on the right hand side but there's like a
597440	600800	a small figure on its back okay
606720	612720	hold on give me a second it looks like something is riding that dog right yeah looks like there's a
612800	616720	square and uh yeah
629360	635600	um the one that looks like uh an animal without a tail it's from along the back
635600	643200	okay so it looks like a dog no tail um the head
645680	651760	yeah the head head is facing the left is pointing to the left uh side okay okay i think i've got
651760	661920	this
664240	676320	um this one looks like uh but closest to a pineapple almost and there's like a yeah
681760	698080	um this one has a triangle as the head um and it's pointed to the left side
699200	706320	and it's like holding a square and the square is below right okay yeah i got that
711760	714320	okay
716800	724560	this one looks like the uh like a phone almost where you could like fit a square inside
727920	732320	hold on there's like a space where it looks like a square could fit
742560	750320	uh this one is like the submarine image with the diamond at the top
764640	771520	this looks like a person the diamond head and it looks like they're facing the left hand side
771520	780080	and they have their hands out to the left it looks like they're wearing the the graduation rope
790240	794080	uh the one that looks like a blow dryer
802240	814320	uh this one looks like a dog with their the front legs facing the right and then
815360	819840	the smaller back legs um are on the left side and there's a diamond head
821680	828240	wait that's a diamond head yes diamond head and it looks like the front legs are facing the right
828240	834880	side and it's like bigger and they have like back legs on the left well it looks like they
834880	844240	have a tail as well this is just a triangle well oh okay okay yeah
844240	859680	uh this one looks like a banana shape and there's a diamond at the top
861760	864240	oh okay
874240	882240	so
894480	896240	feeling good yeah
900960	901520	okay cool
904240	906240	okay yep fine
