start	end	text
0	25000	It's the one with the legs at the 90 degree angle towards the bottom and the kind of the
25000	30000	top with the triangle punching to the left below.
30000	31000	Okay, yeah.
31000	32000	Okay, thank you.
32000	33000	Oh, this is it.
TRIAL2	46000	Uh, it's the one riding the horse and the head's kind of like tilted down to the left.
46000	47000	Okay, yeah.
48000	51000	It looks like the swans swimming.
51000	52000	Yep.
52000	80000	Uh, it's the one that like, it's the one with the legs at the 90 degree angle towards the
80000	81000	top.
81000	90000	Um, almost looks like a claw going up to the top right corner.
90000	94000	Ah, yes, with the tail, the triangle on the left.
94000	95000	Yeah.
95000	96000	Yeah.
96000	97000	Ah.
97000	100000	Oh, wait, I just did press the right one.
100000	101000	Oh, okay.
101000	102000	Oh, wait.
102000	103000	Oh, okay.
103000	104000	Okay, I see.
105000	113000	Um, this is the one, the dancer with the leg out to the right and the two arms to the left.
113000	114000	Yes, yeah.
128000	131000	This is the one with the one small triangle at the top.
131000	132000	Yep.
134000	156000	Um, this is the one with the two diamond shapes overlapping each other and the square at the
156000	157000	top.
165000	171000	Um, this one you said looks like a UFO.
171000	173000	Yes, yeah.
173000	198000	Um, this one there's a diamond up on top, a small platform to the right, and the bottom
198000	207000	left corner like forms a right angle, and there's a point towards the bottom right.
207000	218000	Um, it almost looks like someone kneeling facing the right when their like toes point
218000	221000	in up in the back.
221000	225000	Uh, no, I didn't really.
225000	228000	Oh, wait, maybe.
228000	229000	Okay.
229000	230000	Yeah.
230000	231000	Yeah.
239000	245000	This is the person sitting with the knees bent back against the wall.
245000	246000	Right.
246000	247000	Yeah.
255000	258000	This is the prancing horse.
258000	259000	Yep.
269000	272000	This is the simple dog.
285000	292000	Um, this one has one like flat on the floor, one up towards the left.
292000	297000	Um, the head is all the way to the right kind of slanting backwards.
297000	307000	Um, there's a weird thing like protruding off the top left.
307000	308000	Yeah.
308000	310000	Yeah, a weird thing, yeah.
310000	312000	Almost like a zombie.
312000	314000	Yeah, pretty much, yeah.
316000	321000	Uh, this is the one with the arms to the right, knees to the right.
321000	323000	Yes, yeah.
323000	324000	Cool.
335000	340000	The simple rectangle with the long rectangle up the left.
345000	354000	The crab, the simple crab.
370000	373000	The two small triangles at the top.
375000	393000	Um, it kind of looks like a dog like with like up to the right.
393000	396000	Um, it has a triangle, yeah.
405000	412000	The, the um, like pole like one with the two shapes on either side.
412000	413000	Yeah.
413000	436000	Um, it's the one with two triangles at the top connected to like a crooked square and
436000	440000	then like a big right triangle.
441000	442000	Yeah.
451000	457000	This is the one I said looks like it's flying with the diamond shaped arms.
457000	473000	Um, this one has one straight leg, one bent leg.
473000	479000	Um, it's like flat on the left hand side, pointy on the right.
479000	481000	Yeah, I got it.
487000	514000	The house with the tree to the left.
514000	529000	The backwards seven.
529000	556000	The one with the platforms to the left and the small triangle to the bottom right.
556000	580000	The other house with the thing to the right.
580000	587000	Um, there's like a diamond at the top, a small platform to the left.
587000	594000	Um, and like a small triangle pointing to the right.
594000	597000	Um, and the bottom.
597000	598000	Oh, sorry.
598000	599000	I pressed the wrong button.
599000	600000	I didn't mean to do that.
600000	608000	You're good.
608000	614000	Um, this one is completely flat on the left side and like squiggly on the right side.
614000	617000	And then there's the diamond shape at the top.
617000	618000	Yeah, I got it.
618000	619000	Cool.
619000	628000	Thank you.
628000	644000	Um, the heart shape.
644000	665000	There's a person riding the horse.
665000	675000	There's a diamond at the top and then a triangle connected to it to the right.
675000	683000	Um, there's a corner, like a right angle corner at the bottom right.
683000	701000	Another triangle pointing to the left at the bottom.
701000	719000	The diver.
719000	733000	The squiggly shape.
733000	749000	The like, the more complex crab thing with the thing coming out the bottom right.
749000	778000	Uh, the sweeping leg dancer.
778000	779000	Oh, good.
779000	780000	Oh, good.
780000	781000	I'm good.
781000	783000	Oh, good.
783000	790000	Oh, good.
790000	807000	I'm good.
